original_total_changes,original_num_types,original_num_params,original_num_generics,original_num_patterns,original_num_nested_patterns,reduced_total_changes,reduced_num_types,reduced_num_params,reduced_num_generics,reduced_num_patterns,reduced_num_nested_patterns,time
16,4,7,3,1,2,16,4,7,3,1,2,0
22,5,7,7,1,3,11,3,1,4,1,3,14
19,4,7,6,1,2,8,2,1,3,1,2,7
75,6,9,8,15,52,10,3,2,3,1,2,18
16,4,5,2,2,5,7,2,1,2,1,2,12
21,5,4,10,1,2,14,4,2,6,1,2,13
27,5,4,10,3,8,9,2,1,4,1,2,15
9,2,2,3,1,2,8,2,1,3,1,2,7
21,5,4,10,1,2,14,4,2,6,1,2,13
25,5,7,10,1,3,9,2,1,4,1,2,9
16,4,7,1,1,4,7,2,1,1,1,3,13
11,3,5,1,1,2,6,2,1,1,1,2,8
15,5,1,5,3,4,15,5,1,5,3,4,0
11,3,3,3,1,2,9,3,1,3,1,2,8
28,5,5,3,7,15,28,5,5,3,7,15,0
19,6,5,6,1,2,10,3,2,3,1,2,10
20,6,5,6,1,3,10,3,2,3,1,2,10
108,7,8,2,23,91,108,7,8,2,23,91,0
19,7,8,2,1,2,10,5,1,2,1,2,10
19,7,8,2,1,2,10,5,1,2,1,2,10
11,2,3,3,1,3,10,2,2,3,1,3,14
7,2,3,1,1,1,7,2,3,1,1,1,0
10,2,3,1,2,4,10,2,3,1,2,4,0
9,2,3,1,1,3,9,2,3,1,1,3,0
22,3,3,6,4,10,9,2,1,4,1,2,12
20,7,6,5,1,2,20,7,6,5,1,2,0
15,5,4,2,2,4,8,4,1,1,1,2,11
13,5,4,2,1,2,9,4,1,2,1,2,8
13,4,3,4,1,2,11,4,1,4,1,2,8
84,6,12,7,19,59,84,6,12,7,19,59,0
36,8,12,11,1,5,9,2,2,3,1,2,25
22,7,9,4,1,2,10,4,1,3,1,2,13
21,3,4,2,5,12,21,3,4,2,5,12,0
41,8,12,11,3,10,11,3,2,3,1,3,26
10,2,3,2,1,3,7,2,1,2,1,2,9
12,2,3,3,1,4,9,2,1,3,1,3,12
9,2,3,2,1,2,7,2,1,2,1,2,7
15,2,3,3,2,7,8,2,1,3,1,2,11
9,2,3,2,1,2,7,2,1,2,1,2,8
231,8,9,4,42,210,10,5,1,2,1,2,28
201,8,9,4,35,180,13,5,3,2,1,3,28
27,8,9,4,1,6,13,5,3,2,1,3,22
11,3,2,4,1,2,7,2,1,2,1,2,8
25,3,6,6,2,10,10,2,1,4,1,3,17
51,8,9,4,6,30,13,5,3,2,1,3,28
19,2,2,4,3,11,9,2,1,4,1,2,9
32,6,5,3,5,18,32,6,5,3,5,18,0
50,3,6,6,8,35,12,3,1,6,1,2,17
41,8,9,4,4,20,11,5,2,2,1,2,22
22,5,6,6,2,5,15,5,2,6,1,2,14
11,2,2,4,1,3,10,2,1,4,1,3,10
12,3,3,4,1,2,7,2,1,2,1,2,4
29,4,7,0,5,18,7,3,2,0,1,2,15
19,4,5,7,1,3,19,4,5,7,1,3,0
10,3,5,0,1,2,6,3,1,0,1,2,12
19,4,5,7,2,3,19,4,5,7,2,3,0
18,4,5,7,1,2,18,4,5,7,1,2,0
18,3,5,0,4,10,5,2,1,0,1,2,16
10,4,2,2,1,2,9,4,1,2,1,2,6
11,4,2,2,1,3,9,4,1,2,1,2,8
25,6,6,11,1,2,11,3,1,5,1,2,13
12,3,4,3,1,2,9,3,1,3,1,2,9
26,8,7,7,2,4,26,8,7,7,2,4,0
24,8,7,7,1,2,24,8,7,7,1,2,0
25,5,9,1,2,10,5,2,1,0,1,2,20
24,5,7,9,1,3,12,3,1,6,1,2,14
22,5,5,7,2,5,8,2,1,3,1,2,15
5,2,1,1,1,1,5,2,1,1,1,1,0
14,4,3,5,1,2,9,2,1,4,1,2,11
28,5,7,9,2,7,9,2,1,4,1,2,14
16,7,3,4,1,2,12,5,2,3,1,2,9
36,4,5,5,8,22,7,2,1,2,1,2,17
17,4,5,5,1,3,7,2,1,2,1,2,11
8,2,1,2,1,3,8,2,1,2,1,3,4
19,7,3,4,2,5,5,2,1,0,1,2,19
31,6,8,7,4,10,11,3,3,3,1,2,17
65,8,9,10,11,38,11,3,3,3,1,2,23
31,8,9,10,1,4,11,3,3,3,1,2,32
30,8,9,10,1,3,14,4,3,5,1,2,25
29,7,10,8,1,4,8,2,1,2,1,3,17
13,3,3,4,1,3,7,2,1,2,1,2,9
12,3,2,5,1,2,9,2,2,3,1,2,9
17,3,3,4,3,7,17,3,3,4,3,7,0
38,6,8,6,5,18,10,3,1,3,1,3,20
7,2,2,1,1,2,7,2,2,1,1,2,6
135,6,12,5,39,112,135,6,12,5,39,112,0
8,3,3,0,1,2,8,3,3,0,1,2,2
10,3,3,0,1,4,8,3,3,0,1,2,8
9,3,3,0,1,3,7,3,2,0,1,2,8
9,3,3,0,1,3,8,3,3,0,1,2,7
24,5,4,6,2,9,24,5,4,6,2,9,0
20,5,4,6,2,5,9,3,1,3,1,2,11
14,4,4,3,1,3,7,2,1,1,1,3,12
20,5,6,7,1,2,9,3,1,3,1,2,9
17,4,4,6,1,3,8,2,1,3,1,2,12
28,4,6,6,3,12,11,3,1,5,1,2,12
17,4,4,6,1,3,8,2,1,3,1,2,14
22,4,6,6,1,6,12,3,1,5,1,3,13
58,4,6,6,8,42,12,3,1,5,1,3,18
26,4,6,6,2,10,11,3,1,5,1,2,12
20,4,6,6,1,4,11,3,1,5,1,2,9
20,4,6,6,1,4,12,3,1,5,1,3,14
10,2,3,3,1,2,8,2,1,3,1,2,8
26,6,5,4,6,11,26,6,5,4,6,11,0
26,7,10,4,2,5,6,2,1,1,1,2,17
24,4,4,6,4,10,24,4,4,6,4,10,0
22,5,8,7,1,2,9,2,1,4,1,2,11
21,5,5,8,1,3,8,2,1,3,1,2,15
23,5,8,7,1,3,9,2,1,4,1,2,14
20,5,5,8,1,2,8,2,1,3,1,2,13
16,7,7,0,1,2,6,3,1,0,1,2,17
31,7,11,7,3,6,31,7,11,7,3,6,0
16,7,7,0,1,2,6,3,1,0,1,2,15
11,2,2,4,1,3,9,2,1,4,1,2,8
10,2,2,4,1,2,9,2,1,4,1,2,6
19,4,3,8,1,4,13,3,1,6,1,3,14
21,6,7,3,2,5,7,3,2,0,1,2,15
18,5,3,6,2,4,9,3,1,3,1,2,14
11,3,3,3,1,2,7,2,1,2,1,2,7
21,6,7,3,2,5,7,3,2,0,1,2,16
19,4,3,8,1,4,10,2,1,4,1,3,15
29,6,5,5,6,13,29,6,5,5,6,13,0
17,4,6,5,1,2,8,2,1,3,1,2,8
29,8,6,5,4,10,11,5,1,3,1,2,16
12,2,3,2,2,5,7,2,1,2,1,2,9
13,3,3,5,1,2,9,2,1,4,1,2,8
23,5,7,3,2,8,9,4,1,2,1,2,14
24,8,6,5,2,5,11,5,1,3,1,2,14
12,4,4,0,2,4,6,3,1,0,1,2,12
13,4,4,0,2,5,6,3,1,0,1,2,14
22,4,8,5,2,5,8,2,1,3,1,2,11
20,7,6,5,1,2,7,3,2,0,1,2,10
10,4,4,0,1,2,6,3,1,0,1,2,11
11,4,4,0,1,3,6,3,1,0,1,2,12
37,7,6,5,7,19,7,3,2,0,1,2,19
29,8,10,7,2,4,6,3,1,0,1,2,18
11,4,4,0,1,3,5,2,1,0,1,2,13
24,6,6,9,1,3,17,5,2,8,1,2,13
23,6,6,9,1,2,17,5,2,8,1,2,12
27,8,10,7,1,2,6,3,1,0,1,2,15
17,4,4,7,1,2,9,2,1,4,1,2,12
4,2,0,1,1,1,4,2,0,1,1,1,0
22,6,5,10,1,1,22,6,5,10,1,1,0
24,7,6,8,1,3,8,2,1,2,1,3,11
13,6,3,0,1,4,7,3,1,0,1,3,18
10,2,3,4,1,1,10,2,3,4,1,1,0
17,5,8,2,1,2,7,3,2,0,1,2,10
14,2,3,4,2,5,14,2,3,4,2,5,0
11,2,3,4,1,2,11,2,3,4,1,2,0
17,5,8,2,1,2,7,3,2,0,1,2,11
22,6,6,3,2,7,5,2,1,0,1,2,14
34,6,6,3,4,19,5,2,1,0,1,2,19
29,6,6,3,3,14,5,2,1,0,1,2,18
12,4,5,1,1,2,7,3,2,0,1,2,10
13,4,5,1,1,3,7,3,2,0,1,2,14
10,2,3,3,1,2,9,2,2,3,1,2,11
24,7,10,5,1,2,10,5,1,2,1,2,10
11,3,3,3,1,2,11,3,3,3,1,2,0
18,6,8,0,2,4,9,5,2,0,1,2,15
18,4,4,5,2,5,9,3,1,3,1,2,13
29,7,9,8,2,5,29,7,9,8,2,5,0
27,7,9,8,2,3,27,7,9,8,2,3,0
19,4,5,3,2,7,9,3,1,3,1,2,12
18,4,4,5,2,5,12,4,1,5,1,2,11
12,3,1,6,1,2,9,2,1,4,1,2,7
28,8,8,9,2,3,28,8,8,9,2,3,0
40,6,6,7,7,21,40,6,6,7,7,21,0
29,8,8,9,1,4,29,8,8,9,1,4,0
13,2,1,5,2,5,13,2,1,5,2,5,0
13,8,3,0,1,2,6,3,1,0,1,2,15
13,8,3,0,1,2,6,3,1,0,1,2,18
7,3,2,1,1,1,7,3,2,1,1,1,0
9,2,1,5,1,1,9,2,1,5,1,1,0
13,8,3,0,1,2,6,3,1,0,1,2,17
21,6,5,1,6,9,21,6,5,1,6,9,0
39,5,8,6,5,20,14,4,2,6,1,2,24
21,5,8,6,1,2,13,4,1,6,1,2,16
9,3,4,0,1,2,6,3,1,0,1,2,11
30,8,11,5,2,6,9,4,3,0,1,2,16
34,5,8,6,3,15,14,4,2,6,1,2,17
9,3,4,0,1,2,6,3,1,0,1,2,10
10,2,3,3,1,2,8,2,1,3,1,2,8
13,4,6,0,1,3,8,3,3,0,1,2,12
29,8,7,12,1,2,20,7,1,10,1,2,12
31,8,7,12,2,4,20,7,1,10,1,2,14
16,4,6,0,2,6,8,3,3,0,1,2,10
12,4,6,0,1,2,6,3,1,0,1,2,11
30,5,8,3,5,14,30,5,8,3,5,14,0
17,6,6,0,2,5,6,3,1,0,1,2,17
71,6,8,8,14,49,15,5,2,6,1,2,19
15,3,5,4,1,3,11,3,3,3,1,2,11
20,4,6,4,2,6,7,2,1,2,1,2,11
40,6,4,3,8,27,14,5,2,3,2,4,88
18,5,8,3,1,2,18,5,8,3,1,2,0
17,4,6,4,1,3,10,3,2,3,1,2,11
25,8,8,5,2,4,10,5,1,2,1,2,13
31,8,9,12,1,2,13,3,2,6,1,2,12
18,5,2,9,1,2,11,3,1,5,1,2,8
33,7,12,7,2,7,33,7,12,7,2,7,0
42,8,9,12,5,13,9,2,1,4,1,2,16
7,2,0,4,1,1,7,2,0,4,1,1,0
14,3,5,0,2,6,8,3,3,0,1,2,11
18,3,5,0,3,10,8,3,3,0,1,2,11
13,3,5,0,2,5,8,3,3,0,1,2,10
28,7,12,5,1,4,12,5,1,3,1,3,22
20,4,3,3,3,10,10,3,2,2,1,3,15
22,6,4,7,3,5,22,6,4,7,3,5,0
7,2,0,4,1,1,7,2,0,4,1,1,0
16,3,5,1,3,7,16,3,5,1,3,7,0
24,3,5,1,5,15,24,3,5,1,5,15,0
19,5,3,9,1,2,8,2,1,3,1,2,4
21,5,5,2,5,9,21,5,5,2,5,9,0
25,6,5,7,4,7,11,3,2,4,1,2,69
15,2,3,2,3,8,7,2,1,2,1,2,9
28,5,5,5,6,13,28,5,5,5,6,13,0
19,4,6,4,2,5,19,4,6,4,2,5,0
18,4,4,5,2,5,11,3,3,3,1,2,11
18,4,4,6,1,4,12,3,1,6,1,2,13
17,4,4,6,1,3,12,3,1,6,1,2,11
14,6,4,1,2,3,11,5,2,1,2,3,29
15,4,4,3,2,4,7,2,1,2,1,2,11
16,3,3,5,2,5,9,2,1,4,1,2,12
23,5,7,1,4,10,6,3,1,0,1,2,19
10,3,2,3,1,2,10,3,2,3,1,2,0
22,5,5,7,2,5,22,5,5,7,2,5,0
10,2,2,4,1,2,10,2,2,4,1,2,0
18,3,3,4,4,8,18,3,3,4,4,8,0
19,4,3,6,2,6,12,3,2,5,1,2,11
15,4,3,6,1,2,12,3,2,5,1,2,8
18,4,3,6,2,5,11,3,2,4,1,2,8
31,7,12,3,2,9,11,4,2,2,2,3,25
7,2,3,0,1,2,5,2,1,0,1,2,9
29,4,5,8,4,12,9,2,1,4,1,2,14
19,6,5,4,1,4,8,3,1,2,1,2,17
18,5,6,4,1,3,11,3,2,3,1,3,11
18,7,8,1,2,2,18,7,8,1,2,2,0
19,4,7,5,1,3,7,2,1,2,1,2,15
18,6,5,4,1,3,8,3,1,2,1,2,15
22,6,4,4,2,8,7,3,1,0,1,3,20
16,6,4,4,1,2,5,2,1,0,1,2,12
28,6,4,4,3,14,7,3,1,0,1,3,18
19,6,4,4,1,5,7,3,1,0,1,3,21
26,6,9,7,2,4,9,2,2,3,1,2,30
21,6,10,3,1,2,10,4,1,3,1,2,16
14,4,3,5,1,2,14,4,3,5,1,2,0
17,4,3,5,1,5,17,4,3,5,1,5,0
10,4,2,2,1,2,7,2,1,2,1,2,9
21,7,6,6,1,2,7,2,1,2,1,2,17
22,7,6,6,1,3,7,2,1,2,1,2,17
21,5,7,5,2,4,12,4,2,4,1,2,29
11,4,4,1,1,2,6,2,1,1,1,2,8
10,4,4,0,1,2,6,3,1,0,1,2,9
10,4,4,0,1,2,6,3,1,0,1,2,12
12,3,2,4,2,3,9,2,2,3,1,2,24
9,3,1,3,1,2,9,3,1,3,1,2,2
11,4,2,3,1,2,6,2,1,1,1,2,9
18,6,5,5,1,2,7,2,1,2,1,2,9
15,7,5,1,1,2,8,5,1,0,1,2,10
9,3,1,3,1,2,9,3,1,3,1,2,2
15,7,5,1,1,2,8,5,1,0,1,2,10
22,7,8,1,3,6,11,5,2,1,2,3,28
11,4,5,0,1,2,6,3,1,0,1,2,14
23,5,9,4,2,5,5,2,1,0,1,2,16
20,5,9,4,1,2,5,2,1,0,1,2,13
33,5,9,4,3,15,5,2,1,0,1,2,15
8,2,2,2,1,2,8,2,2,2,1,2,4
6,2,1,1,1,2,6,2,1,1,1,2,2
14,3,3,5,2,3,14,3,3,5,2,3,0
23,3,3,5,4,12,9,2,1,4,1,2,15
14,2,3,3,3,6,14,2,3,3,3,6,0
12,2,3,3,2,4,12,2,3,3,2,4,0
27,7,7,10,1,3,9,3,1,3,1,2,23
43,7,7,10,6,19,11,3,3,3,1,2,18
10,3,3,0,1,4,6,3,1,0,1,2,12
19,4,5,0,4,10,7,3,2,0,1,2,10
26,7,7,10,1,2,13,4,3,4,1,2,13
27,7,7,10,1,3,9,3,1,3,1,2,19
35,7,7,10,3,11,11,3,3,3,1,2,16
19,5,5,7,1,2,9,2,1,4,1,2,12
15,4,4,3,1,4,12,4,2,3,1,3,18
20,5,5,7,1,3,9,2,1,4,1,2,14
16,4,4,3,1,5,12,4,2,3,1,3,23
26,6,8,8,1,4,11,3,2,3,1,3,18
14,5,3,4,1,2,7,2,1,2,1,2,10
7,3,2,0,1,2,6,3,1,0,1,2,9
73,6,8,4,20,55,73,6,8,4,20,55,0
34,6,8,6,5,14,34,6,8,6,5,14,0
46,6,8,6,7,26,46,6,8,6,7,26,0
26,6,8,10,1,2,13,4,1,6,1,2,11
17,5,2,6,3,4,17,5,2,6,3,4,0
25,5,8,3,2,9,10,4,1,2,1,3,21
22,6,9,4,1,3,11,3,1,4,1,3,14
17,6,7,1,2,3,12,5,3,1,2,3,30
22,6,9,4,1,3,11,4,1,4,1,2,13
10,4,3,0,1,3,5,2,1,0,1,2,14
29,4,3,6,7,16,29,4,3,6,7,16,0
4,2,0,1,1,1,4,2,0,1,1,1,0
23,6,4,10,1,3,12,3,1,6,1,2,13
11,2,3,2,2,4,11,2,3,2,2,4,0
8,2,3,2,1,1,8,2,3,2,1,1,0
7,2,2,0,1,3,5,2,1,0,1,2,10
36,7,8,0,5,21,8,4,1,0,1,3,24
31,8,13,6,1,4,14,5,1,6,1,2,18
19,7,8,0,1,4,5,2,1,0,1,2,19
29,8,13,6,1,2,14,5,1,6,1,2,21
18,6,9,0,1,3,5,2,1,0,1,2,16
40,8,13,6,4,13,15,5,2,6,1,2,25
19,6,9,0,2,4,9,5,2,0,1,2,14
18,6,9,0,1,3,9,5,2,0,1,2,13
17,6,9,0,1,2,9,5,2,0,1,2,10
39,6,9,7,6,17,11,3,2,4,1,2,67
31,8,13,6,1,4,14,5,1,6,1,2,20
22,8,7,5,1,2,9,3,1,3,1,2,25
10,4,4,0,1,2,6,3,1,0,1,2,12
20,6,5,7,1,2,11,4,2,3,1,2,11
8,2,1,4,1,1,8,2,1,4,1,1,0
20,6,5,7,1,2,11,4,2,3,1,2,10
18,4,4,3,3,7,7,2,1,2,1,2,11
10,4,4,0,1,2,6,3,1,0,1,2,12
12,3,3,0,2,6,6,3,1,0,1,2,12
9,3,3,0,1,3,6,3,1,0,1,2,11
9,3,3,0,1,3,6,3,1,0,1,2,12
8,3,3,0,1,2,5,2,1,0,1,2,12
18,4,6,4,2,4,9,3,1,3,1,2,12
8,4,0,3,1,1,8,4,0,3,1,1,0
11,3,3,3,1,2,10,3,2,3,1,2,7
20,3,3,3,4,11,7,2,1,2,1,2,12
16,5,6,3,1,2,10,3,2,3,1,2,15
15,4,3,5,1,3,12,3,3,4,1,2,10
10,3,4,0,1,3,7,3,2,0,1,2,8
13,3,2,4,3,4,13,3,2,4,3,4,0
13,3,4,3,1,3,8,2,1,2,1,3,5
9,3,3,1,1,2,5,2,1,0,1,2,12
23,6,9,3,2,5,8,3,1,2,1,2,17
10,2,3,3,1,2,8,2,1,3,1,2,8
6,2,2,0,1,2,5,2,1,0,1,2,9
9,2,3,1,1,3,7,2,1,1,1,3,11
17,4,9,0,1,4,5,2,1,0,1,2,16
134,5,6,3,33,120,134,5,6,3,33,120,0
19,6,6,4,2,3,9,3,2,1,2,3,24
12,6,2,2,1,2,7,3,1,1,1,2,9
38,7,5,4,9,22,38,7,5,4,9,22,0
15,7,6,0,1,2,5,2,1,0,1,2,15
16,4,4,6,1,2,16,4,4,6,1,2,0
15,3,3,5,1,4,12,3,1,5,1,3,12
8,2,3,2,1,1,8,2,3,2,1,1,0
16,3,3,5,1,5,12,3,1,5,1,3,14
10,2,3,2,1,3,10,2,3,2,1,3,0
5,2,1,1,1,1,5,2,1,1,1,1,0
23,3,3,5,4,12,11,3,1,5,1,2,11
9,2,3,2,1,2,9,2,3,2,1,2,0
9,2,3,2,1,2,9,2,3,2,1,2,0
24,4,4,7,3,9,15,4,2,7,1,2,10
22,4,6,1,5,11,22,4,6,1,5,11,0
12,3,3,4,1,2,9,2,2,3,1,2,11
21,7,6,4,2,4,11,5,1,3,1,2,13
18,4,4,7,1,3,15,4,2,7,1,2,10
14,4,6,1,1,3,5,2,1,0,1,2,18
14,4,6,1,1,3,6,3,1,0,1,2,16
27,8,11,3,4,5,27,8,11,3,4,5,0
108,6,4,1,29,97,108,6,4,1,29,97,0
9,4,3,0,1,2,6,3,1,0,1,2,9
11,4,3,0,2,4,6,3,1,0,1,2,13
20,3,3,3,4,11,7,2,1,2,1,2,11
25,5,5,7,2,8,11,3,1,5,1,2,14
13,3,3,3,1,4,7,2,1,2,1,2,11
11,3,3,3,1,2,9,3,1,3,1,2,8
19,3,4,4,3,8,19,3,4,4,3,8,0
34,5,5,7,4,17,11,3,1,5,1,2,15
18,3,3,3,3,9,7,2,1,2,1,2,12
11,3,4,0,1,4,8,3,3,0,1,2,9
18,5,3,3,3,7,18,5,3,3,3,7,0
14,5,2,4,2,3,10,3,2,3,1,2,24
16,5,6,4,1,1,16,5,6,4,1,1,0
17,5,6,4,1,2,17,5,6,4,1,2,0
69,7,11,5,17,46,69,7,11,5,17,46,0
27,7,8,10,1,2,8,2,1,3,1,2,8
12,4,5,0,1,3,6,2,1,0,1,3,15
14,4,5,0,1,5,6,3,1,0,1,2,12
19,5,6,6,2,2,19,5,6,6,2,2,0
20,6,3,6,2,5,7,2,1,2,1,2,12
40,8,8,5,7,19,40,8,8,5,7,19,0
10,2,1,5,1,2,10,2,1,5,1,2,0
14,3,6,2,1,3,6,2,1,1,1,2,12
9,2,1,5,1,1,9,2,1,5,1,1,0
13,3,6,2,1,2,6,2,1,1,1,2,9
13,4,4,0,2,5,6,3,1,0,1,2,13
11,4,4,0,1,3,7,3,2,0,1,2,8
24,4,4,0,6,16,7,3,2,0,1,2,11
171,6,8,5,49,152,171,6,8,5,49,152,0
14,4,3,6,1,1,14,4,3,6,1,1,0
19,6,5,5,1,3,13,5,1,4,1,3,14
15,3,6,3,1,3,9,3,1,3,1,2,18
15,3,6,3,1,3,10,3,2,3,1,2,12
51,3,4,4,13,40,51,3,4,4,13,40,0
24,6,4,7,3,7,24,6,4,7,3,7,0
36,8,7,4,3,17,14,6,2,3,1,3,24
22,5,7,4,3,6,13,3,3,4,2,3,38
37,3,5,1,10,28,37,3,5,1,10,28,0
34,6,10,3,7,15,34,6,10,3,7,15,0
8,2,3,1,1,2,8,2,3,1,1,2,0
7,2,3,1,1,1,7,2,3,1,1,1,0
14,5,3,3,1,3,11,4,2,3,1,2,15
29,6,9,7,3,7,14,5,2,5,1,2,15
10,2,1,1,2,6,7,2,1,1,1,3,9
27,8,9,0,3,10,6,3,1,0,1,2,20
30,8,9,0,3,13,6,3,1,0,1,2,21
21,6,6,6,1,3,6,3,1,0,1,2,17
24,6,6,6,2,6,15,5,2,6,1,2,16
21,6,6,4,2,5,21,6,6,4,2,5,0
17,7,8,0,1,2,7,3,2,0,1,2,14
25,7,8,0,3,10,7,3,2,0,1,2,17
12,2,3,4,1,3,9,2,1,4,1,2,9
13,2,3,4,1,4,9,2,1,4,1,2,9
18,4,5,5,1,4,9,2,1,3,1,3,15
24,5,5,5,3,9,13,5,1,5,1,2,15
7,2,1,2,1,2,6,2,1,1,1,2,4
36,7,12,10,2,7,9,2,1,4,1,2,16
23,5,5,10,1,3,9,2,1,4,1,2,16
27,5,5,10,2,7,12,3,1,6,1,2,17
11,3,2,2,1,4,7,2,1,2,1,2,9
19,6,6,4,2,3,7,2,2,1,1,2,36
14,4,3,5,1,2,8,2,1,3,1,2,9
7,2,1,1,2,3,7,2,1,1,2,3,0
25,6,7,10,2,2,25,6,7,10,2,2,0
36,8,10,9,5,9,16,5,2,6,2,3,89
9,4,2,2,1,1,9,4,2,2,1,1,0
9,2,1,4,1,2,9,2,1,4,1,2,2
16,5,5,1,3,5,16,5,5,1,3,5,0
11,2,2,5,1,2,11,2,2,5,1,2,0
10,2,2,5,1,1,10,2,2,5,1,1,0
26,7,9,6,1,4,6,3,1,0,1,2,18
44,5,8,7,9,24,44,5,8,7,9,24,0
28,7,9,6,2,6,7,3,2,0,1,2,18
5,2,0,2,1,1,5,2,0,2,1,1,0
10,3,2,0,2,5,6,3,1,0,1,2,11
8,3,2,0,1,3,6,3,1,0,1,2,11
7,3,2,0,1,2,5,2,1,0,1,2,10
31,8,11,8,1,4,8,3,1,2,1,2,20
35,8,11,8,3,8,7,2,1,2,1,2,24
24,6,7,7,1,4,8,2,1,2,1,3,13
51,4,6,1,13,40,51,4,6,1,13,40,0
17,4,5,4,2,4,11,3,3,3,1,2,8
45,4,5,4,11,32,11,3,3,3,1,2,16
69,4,5,4,17,56,10,3,2,3,1,2,17
18,4,3,7,1,4,18,4,3,7,1,4,0
10,3,3,0,1,4,7,3,1,0,1,3,15
15,4,3,5,1,3,10,3,1,4,1,2,11
14,4,3,5,1,2,10,3,1,4,1,2,9
13,2,3,2,2,6,7,2,1,2,1,2,11
16,2,3,2,3,9,7,2,1,2,1,2,11
14,3,3,0,2,8,7,3,1,0,1,3,15
10,3,3,0,1,4,7,3,1,0,1,3,15
18,4,3,8,1,3,10,2,1,4,1,3,15
20,5,8,2,1,5,7,3,1,0,1,3,21
9,5,1,2,1,1,9,5,1,2,1,1,0
23,5,8,2,2,8,9,4,3,0,1,2,17
30,7,8,5,3,10,14,6,1,5,1,2,19
68,8,7,6,10,47,11,4,1,4,1,2,26
7,2,2,0,1,3,5,2,1,0,1,2,10
26,7,8,5,2,6,11,4,1,4,1,2,17
31,8,7,6,2,10,10,3,1,3,1,3,19
116,8,7,6,20,95,11,4,1,4,1,2,33
7,2,1,3,1,1,7,2,1,3,1,1,0
244,8,7,6,48,223,244,8,7,6,48,223,0
24,7,8,5,1,4,14,6,1,5,1,2,18
33,8,7,6,2,12,10,3,1,3,1,3,23
35,8,7,6,3,14,11,4,1,4,1,2,25
33,8,12,9,2,4,33,8,12,9,2,4,0
26,6,7,6,2,7,9,3,1,3,1,2,17
11,5,3,1,1,2,6,3,1,0,1,2,11
13,5,3,1,2,4,6,3,1,0,1,2,15
21,6,9,2,2,4,10,5,1,2,1,2,11
20,4,3,7,3,6,20,4,3,7,3,6,0
19,4,3,7,3,5,19,4,3,7,3,5,0
22,6,6,8,1,2,8,2,1,3,1,2,11
10,3,2,3,1,2,9,3,1,3,1,2,6
8,2,3,1,1,2,7,2,2,1,1,2,15
11,4,1,5,1,1,11,4,1,5,1,1,0
26,7,6,6,2,7,14,5,2,4,1,3,17
51,7,6,6,7,32,14,5,1,6,1,2,21
23,7,6,6,1,4,14,5,1,6,1,2,18
9,2,1,3,1,3,9,2,1,3,1,3,4
8,3,1,2,1,2,7,2,1,2,1,2,6
20,5,8,6,1,1,20,5,8,6,1,1,0
237,5,5,5,55,222,237,5,5,5,55,222,0
24,4,3,8,5,9,24,4,3,8,5,9,1
13,4,4,3,1,2,7,2,1,2,1,2,8
189,8,11,1,44,169,189,8,11,1,44,169,0
12,3,4,3,1,2,7,2,1,2,1,2,7
13,4,5,2,1,2,7,2,1,2,1,2,6
28,6,9,6,3,7,11,4,2,3,1,2,16
9,2,2,2,1,3,8,2,1,2,1,3,9
21,2,2,2,4,15,8,2,1,2,1,3,12
44,7,11,7,7,19,44,7,11,7,7,19,0
23,6,7,7,2,3,9,2,2,3,1,2,22
10,2,3,3,1,2,8,2,1,3,1,2,8
10,3,3,1,2,3,7,2,2,1,1,2,21
23,6,9,0,3,8,6,3,1,0,1,2,19
21,6,9,0,2,6,6,3,1,0,1,2,18
9,3,3,1,1,2,8,3,2,1,1,2,14
9,3,3,0,1,3,6,3,1,0,1,2,11
18,6,6,2,1,4,10,5,1,1,1,3,14
31,6,6,6,5,13,31,6,6,6,5,13,0
18,6,6,2,1,4,10,5,1,1,1,3,13
12,4,2,4,1,2,7,2,1,2,1,2,8
18,6,6,2,1,4,10,5,1,1,1,3,14
21,5,7,5,1,4,21,5,7,5,1,4,0
20,5,7,5,1,3,20,5,7,5,1,3,0
12,3,2,4,2,3,12,3,2,4,2,3,0
20,6,7,2,2,5,10,5,2,1,1,2,13
14,3,3,5,1,3,10,2,1,4,1,3,11
8,3,3,0,1,2,6,3,1,0,1,2,9
12,4,6,0,1,2,6,3,1,0,1,2,12
18,4,7,5,1,2,8,2,1,3,1,2,11
23,4,7,5,2,7,8,2,1,3,1,2,16
35,5,5,2,7,23,35,5,5,2,7,23,0
19,6,7,4,1,2,6,3,1,0,1,2,12
19,5,7,1,3,6,19,5,7,1,3,6,0
9,3,4,0,1,2,6,3,1,0,1,2,11
18,4,4,0,4,10,5,2,1,0,1,2,15
15,4,3,6,1,2,15,4,3,6,1,2,0
20,5,7,1,2,7,20,5,7,1,2,7,0
15,4,3,6,1,2,15,4,3,6,1,2,0
36,8,13,10,2,5,36,8,13,10,2,5,0
7,2,2,0,1,3,5,2,1,0,1,2,10
20,6,4,8,1,2,11,4,1,4,1,2,11
22,3,3,1,7,15,22,3,3,1,7,15,0
27,4,4,6,4,13,7,2,1,2,1,2,15
9,2,1,4,1,2,9,2,1,4,1,2,2
16,5,6,0,2,5,5,2,1,0,1,2,16
15,5,6,0,2,4,5,2,1,0,1,2,15
21,4,7,5,2,5,10,3,1,4,1,2,14
15,6,4,3,1,2,7,3,1,1,1,2,11
