num_patterns,average_pattern_depth,variance_pattern_depth,max_pattern_depth,min_pattern_depth,enumeration_time,typegen_time,solver_time,processing_time,total_time,program_gen_time,result
7,3.0,1.4285715,4,1,264,124,6699,234,16656,131,Unsat
10,3.6,0.43999997,4,2,264,124,4706,126,12503,137,Sat
2,3.0,1.0,4,2,264,124,3443,121,7827,135,Sat
1,1.0,0.0,1,1,141,39,2892,135,6801,42,Unsat
5,3.2,0.55999994,4,2,310,22,4378,149,8634,29,Sat
3,3.6666667,0.22222221,4,3,310,22,4388,156,8593,30,Sat
3,3.0,0.0,3,3,310,22,7441,22467796,22479234,26,Sat
3,3.0,0.0,3,3,310,22,11703,281,25469,41,Sat
2,2.0,0.0,2,2,310,22,6533,303,15985,34,Sat
1,3.0,0.0,3,3,310,22,5852,127,11308,29,Sat
1,1.0,0.0,1,1,213,225,4693,149,9006,229,Unsat
3,3.0,0.6666667,4,2,1239,275,3960,223,8698,293,Sat
2,3.0,1.0,4,2,1239,275,3784,178,8405,300,Sat
1,3.0,0.0,3,3,1239,275,3820,157,8363,285,Sat
1,4.0,0.0,4,4,1239,275,3735,143,8330,283,Sat
2,3.5,0.25,4,3,1239,275,3704,181,8357,279,Sat
9,3.2222223,0.61728394,4,2,575,70,3702,140,8158,76,Sat
29,3.5172415,0.38763383,4,2,575,70,380160,339,386363,84,Sat
1,3.0,0.0,3,3,575,70,3773,134,8223,98,Sat
2,4.0,0.0,4,4,575,70,4160,154,8517,72,Sat
1,4.0,0.0,4,4,575,70,0,105,705,74,Sat
1,1.0,0.0,1,1,223,283,3554,127,7675,286,Unsat
1,1.0,0.0,1,1,214,179,3803,164,7989,182,Unsat
11,2.6363637,0.23140496,3,2,718,246,604192,0,615933,256,Unknown
3,2.3333333,0.22222221,3,2,718,246,4561,224,9612,288,Sat
1,2.0,0.0,2,2,718,246,3671,170,8279,252,Sat
2,2.5,0.25,3,2,718,246,26354,2678534,2709439,251,Sat
1,2.0,0.0,2,2,718,246,10191,152,14809,253,Sat
1,3.0,0.0,3,3,718,246,0,94,687,250,Sat
1,3.0,0.0,3,3,718,246,4267,125,8788,249,Sat
2,2.0,0.0,2,2,195,102,2864,126,6882,105,Unsat
2,3.0,0.0,3,3,736,551,23536,253,28407,593,Unsat
2,2.0,0.0,2,2,736,551,15639,186,20266,574,Unsat
2,1.5,0.25,2,1,311,116,3000,117,7251,121,Sat
3,2.3333333,0.22222221,3,2,311,116,3057,132,7318,119,Sat
1,1.0,0.0,1,1,311,116,3312,119,7616,119,Sat
10,2.7,0.21,3,2,289,27,2998,151,7410,35,Sat
13,2.6153846,0.39053255,3,1,289,27,5197,163,9704,38,Sat
1,3.0,0.0,3,3,289,27,3384,140,7580,41,Sat
1,3.0,0.0,3,3,289,27,3359,122,7461,29,Sat
4,2.75,0.1875,3,2,320,366,2883,142,7137,375,Unsat
2,3.0,0.0,3,3,320,366,4148,144,8328,372,Unsat
2,2.5,0.25,3,2,320,366,0,97,658,371,Sat
1,1.0,0.0,1,1,130,14,2712,125,6638,15,Unsat
1,1.0,0.0,1,1,134,108,4566,107,8728,114,Unsat
2,2.0,0.0,2,2,279,90,3003,122,7231,94,Sat
1,3.0,0.0,3,3,279,90,3592,127,7850,93,Sat
1,3.0,0.0,3,3,279,90,0,92,650,92,Sat
1,1.0,0.0,1,1,279,90,4049,130,8250,92,Sat
14,3.857143,0.26530614,4,2,302,26,2831,160,7258,33,Unsat
1,4.0,0.0,4,4,302,26,4455,31495425,31503936,62,Sat
1,1.0,0.0,1,1,747,95,3784,107,7975,102,Sat
20,2.65,0.2275,3,2,747,95,4373,253,9709,100,Sat
12,2.6666667,0.22222225,3,2,747,95,4440,173,9258,126,Sat
1,3.0,0.0,3,3,747,95,633717,0,642600,112,Unknown
2,3.0,0.0,3,3,747,95,5639,186,10459,118,Sat
1,2.0,0.0,2,2,747,95,3361,124,7722,99,Sat
1,1.0,0.0,1,1,273,151,13561,123,17946,155,Sat
1,1.0,0.0,1,1,273,151,3698,157,8131,153,Sat
41,2.878049,0.10707912,3,2,518,36,3743,321,9101,47,Sat
25,2.88,0.10559999,3,2,518,36,4296,194,9127,93,Sat
14,2.7142856,0.34693867,3,1,518,36,9273,157,13880,60,Sat
1,3.0,0.0,3,3,518,36,3700,121,7867,47,Sat
4,2.5,0.25,3,2,470,143,9732,2213057,2226944,153,Unsat
3,2.6666667,0.22222221,3,2,470,143,5027,157,9893,166,Sat
6,2.6666667,0.22222221,3,2,470,143,7773,155,12178,150,Sat
2,3.0,0.0,3,3,470,143,5261,140,9649,152,Sat
1,2.0,0.0,2,2,470,143,11202,135,15537,147,Sat
2,3.0,0.0,3,3,470,143,3862,2683361,2691441,146,Sat
3,2.6666667,0.22222221,3,2,567,138,18855,309,29501,147,Sat
3,2.6666667,0.22222221,3,2,567,138,10176,220,19776,148,Unsat
12,2.5833333,0.4097222,3,1,313,56,2972,133,7271,62,Unsat
5,2.8,0.16,3,2,313,56,3780,170,8061,61,Sat
2,3.0,0.0,3,3,313,56,4588,161,8725,60,Sat
1,2.0,0.0,2,2,138,14,2525,117,6327,15,Unsat
1,3.0,0.0,3,3,138,14,2622,108,6422,16,Unsat
1,1.0,0.0,1,1,120,228,2986,103,7173,233,Unsat
1,2.0,0.0,2,2,239,64,4899,123,8962,67,Unsat
1,3.0,0.0,3,3,239,64,4511,128,8651,66,Unsat
1,2.0,0.0,2,2,195,195,11961,155,16276,198,Unsat
3,2.6666667,0.22222221,3,2,149,11,2507,184,6495,13,Unsat
1,3.0,0.0,3,3,149,11,2684,163,6528,14,Unsat
1,2.0,0.0,2,2,207,68,3495,133,7466,73,Unsat
2,2.5,0.25,3,2,216,112,0,106,650,115,Sat
2,2.5,0.25,3,2,216,112,4957,142,9117,114,Unsat
3,1.6666666,0.22222221,2,1,165,74,2559,122,6481,76,Unsat
1,1.0,0.0,1,1,163,246,5883,142,9990,250,Unsat
2,2.0,0.0,2,2,391,228,7094,169,11842,245,Sat
1,2.0,0.0,2,2,391,228,5156,167,9863,238,Sat
1,3.0,0.0,3,3,391,228,0,112,674,231,Sat
1,3.0,0.0,3,3,391,228,7705,246,12419,234,Sat
1,1.0,0.0,1,1,203,76,2721,159,6782,79,Sat
1,1.0,0.0,1,1,203,76,2737,183,6775,78,Sat
1,2.0,0.0,2,2,1914,640,10234,219,14835,675,Unsat
1,3.0,0.0,3,3,1914,640,15726,2108430,2128667,659,Unsat
4,2.75,0.1875,3,2,342,275,10552,336,20774,284,Unsat
2,2.5,0.25,3,2,342,275,13258,214,22756,285,Unsat
1,1.0,0.0,1,1,229,222,7452,216,15359,230,Unsat
2,2.0,0.0,2,2,202,166,7638,111,14982,171,Unsat
2,2.5,0.25,3,2,239,62,5516,126,9778,65,Unsat
2,2.5,0.25,3,2,239,62,0,97,637,65,Sat
4,3.25,0.6875,4,2,332,764,3035,178,7621,779,Unsat
2,4.0,0.0,4,4,332,764,4605,152,9048,773,Unsat
21,3.4761906,0.34467125,4,2,515,56,5636,221,10676,66,Sat
14,3.357143,0.37244898,4,2,515,56,7408,206,12170,120,Sat
9,3.1111112,0.3209877,4,2,515,56,4678,168,9201,84,Sat
12,3.4166667,0.24305554,4,3,515,56,8309,188,13028,71,Sat
3,2.6666667,0.22222221,3,2,808,309,26557,192,31944,324,Unsat
1,3.0,0.0,3,3,808,309,13481,30102460,30121260,322,Sat
2,2.5,0.25,3,2,565,84,4807,133,9147,90,Unsat
1,3.0,0.0,3,3,565,84,5982,139,10273,89,Sat
6,2.6666667,0.22222221,3,2,1539,174,13529,151,18565,189,Sat
4,3.0,0.0,3,3,1539,174,27430,196,32352,188,Sat
2,2.5,0.25,3,2,1539,174,13354,178,18095,185,Sat
1,3.0,0.0,3,3,1539,174,6785,223,11522,192,Sat
1,4.0,0.0,4,4,1539,174,6045,132,10600,179,Sat
2,3.0,1.0,4,2,1539,174,4039,171,8710,180,Sat
2,3.0,0.0,3,3,240,29,3024,120,6944,31,Unsat
1,2.0,0.0,2,2,240,29,2767,108,6598,32,Unsat
1,2.0,0.0,2,2,562,268,4542,168,9082,282,Sat
2,2.5,0.25,3,2,562,268,9645,175,14199,271,Sat
2,4.0,0.0,4,4,562,268,5876,150,10459,274,Sat
1,2.0,0.0,2,2,562,268,10079,136,14625,274,Sat
1,3.0,0.0,3,3,562,268,12589,210,17194,274,Sat
1,2.0,0.0,2,2,292,188,2852,133,6905,193,Unsat
1,2.0,0.0,2,2,117,16,2523,121,6326,18,Unsat
1,2.0,0.0,2,2,117,16,0,130,675,17,Sat
5,2.6,0.24000001,3,2,756,415,11415,189,16005,433,Unsat
3,3.0,0.0,3,3,756,415,16836,209,21591,423,Sat
4,3.0,0.0,3,3,756,415,20275,210,25152,420,Sat
1,3.0,0.0,3,3,756,415,11199,2403622,2419277,420,Sat
3,3.0,0.0,3,3,429,366,32704,335,43200,376,Unsat
5,2.6,0.24000001,3,2,429,366,13772,2326230,2347570,381,Unsat
2,1.5,0.25,2,1,297,211,5514,171,10426,216,Sat
3,2.0,0.0,2,2,297,211,7063,159,11457,214,Sat
3,2.0,0.0,2,2,366,243,3241,178,7633,249,Sat
1,2.0,0.0,2,2,366,243,3155,128,7481,247,Sat
1,1.0,0.0,1,1,366,243,3208,122,7533,245,Sat
1,1.0,0.0,1,1,131,49,3137,130,7092,51,Unsat
1,1.0,0.0,1,1,111,156,3675,129,7816,159,Unsat
5,3.2,1.3599999,4,1,417,56,4158,143,8693,59,Sat
3,3.0,0.6666667,4,2,417,56,3246,166,7751,76,Sat
9,3.5555556,0.9135802,4,1,417,56,4250,183,8963,70,Sat
1,4.0,0.0,4,4,417,56,3489,175,7899,90,Sat
2,2.0,0.0,2,2,346,104,3009,151,7197,108,Sat
1,1.0,0.0,1,1,346,104,4051,120,8194,110,Sat
8,3.0,0.0,3,3,336,18,3346,162,7475,23,Unsat
5,2.8,0.16,3,2,336,18,2855,133,6832,28,Unsat
5,3.0,0.0,3,3,336,18,3488,138,7524,24,Unsat
5,3.0,0.0,3,3,438,124,8054,159,12406,134,Unsat
2,3.0,0.0,3,3,438,124,8996,151,13568,138,Sat
2,2.5,0.25,3,2,438,124,7488,180,11794,133,Unsat
1,3.0,0.0,3,3,207,35,3093,175,7015,39,Unsat
1,2.0,0.0,2,2,207,35,2978,128,6805,38,Unsat
6,2.6666667,0.22222221,3,2,403,98,12615,154,17115,107,Unsat
4,2.75,0.1875,3,2,403,98,4305,144,8838,107,Sat
3,2.6666667,0.22222221,3,2,403,98,3602,153,8054,104,Sat
1,3.0,0.0,3,3,403,98,3547,128,7965,103,Sat
4,2.5,0.25,3,2,373,102,4472,2516753,2525428,111,Sat
5,2.6,0.24000001,3,2,373,102,6319,136,10731,112,Sat
1,1.0,0.0,1,1,373,102,3513,120,7725,108,Sat
1,2.0,0.0,2,2,373,102,3645,156,7891,104,Sat
1,2.0,0.0,2,2,373,102,3410,102,7612,105,Sat
5,3.6,0.24000001,4,3,1661,383,661902,0,671934,406,Unknown
6,2.5,0.25,3,2,1661,383,7218,260,15026,509,Sat
5,3.6,0.24000001,4,3,1661,383,21611,10646,37298,406,Sat
1,4.0,0.0,4,4,1661,383,6128,164,11161,425,Sat
2,2.5,0.25,3,2,1661,383,21454,268,26565,408,Sat
1,3.0,0.0,3,3,1661,383,0,123,703,396,Sat
1,2.0,0.0,2,2,331,73,2526,121,6400,78,Unsat
1,1.0,0.0,1,1,138,72,2775,132,6641,74,Unsat
2,2.0,0.0,2,2,144,194,8162,134,12418,198,Unsat
14,2.5,0.25,3,2,688,79,3846,136,8583,86,Sat
3,2.6666667,0.22222221,3,2,688,79,3966,108,8445,93,Sat
14,2.2857144,0.20408161,3,2,688,79,4288,140,9115,84,Sat
3,1.6666666,0.8888889,3,1,688,79,4020,164,8365,89,Sat
1,2.0,0.0,2,2,573,144,4371,168,8443,149,Unsat
1,3.0,0.0,3,3,573,144,6291,152,10400,146,Unsat
1,2.0,0.0,2,2,148,66,2964,2170815,2177588,69,Unsat
3,2.0,0.0,2,2,386,275,6390,277,16291,286,Unsat
4,2.5,0.25,3,2,511,653,83447,237,94203,666,Sat
3,2.6666667,0.22222221,3,2,511,653,6451,127,11143,662,Unsat
1,2.0,0.0,2,2,511,653,18430,157,23465,660,Sat
1,3.0,0.0,3,3,511,653,10568,25131879,25147106,657,Sat
8,2.875,0.859375,4,1,537,196,3546,213,8792,227,Sat
2,3.0,0.0,3,3,537,196,3655,146,8198,237,Sat
2,2.5,0.25,3,2,537,196,3453,171,7834,205,Sat
2,3.0,1.0,4,2,537,196,3046,161,7337,203,Sat
3,3.0,0.6666667,4,2,537,196,3059,201,7389,202,Sat
1,2.0,0.0,2,2,372,48,3498,168,7442,52,Unsat
1,3.0,0.0,3,3,372,48,3771,124,7743,49,Unsat
13,2.6153846,0.3905326,3,1,431,92,7507,163,11891,102,Unsat
13,2.9230769,0.07100593,3,2,431,92,6920,202,11534,107,Sat
1,3.0,0.0,3,3,431,92,3635,120,7907,107,Sat
10,2.4,0.24000001,3,2,336,87,4763,152,8982,93,Unsat
7,2.7142856,0.20408165,3,2,336,87,625581,0,637258,96,Unknown
1,3.0,0.0,3,3,336,87,4712,221,9466,124,Sat
25,2.76,0.18240002,3,2,1155,83,36188,284,41826,95,Sat
11,2.4545455,0.42975208,3,1,1155,83,6497,188,11272,127,Sat
4,3.0,0.0,3,3,1155,83,3283,143,7659,98,Sat
1,3.0,0.0,3,3,1155,83,0,119,670,91,Sat
1,2.0,0.0,2,2,239,254,2966,145,7183,259,Unsat
1,1.0,0.0,1,1,208,43,3044,118,7087,46,Sat
2,2.0,0.0,2,2,208,43,3782,139,7905,44,Sat
1,3.0,0.0,3,3,208,43,3281,132,7355,46,Sat
35,3.8285713,0.25632644,4,2,477,59,3639,8457979,8466482,68,Sat
11,3.2727273,0.5619835,4,2,477,59,6256,227,11146,92,Sat
3,2.6666667,0.22222221,3,2,477,59,4510,162,9016,69,Sat
1,3.0,0.0,3,3,477,59,4457,159,8851,62,Sat
1,3.0,0.0,3,3,575,163,3229,172,7692,167,Sat
1,2.0,0.0,2,2,575,163,3105,147,7495,165,Sat
2,1.5,0.25,2,1,575,163,5415,125,9719,165,Unsat
4,2.75,0.1875,3,2,375,88,2972,145,7046,97,Unsat
3,2.3333333,0.22222221,3,2,375,88,13800,186,18064,94,Sat
1,3.0,0.0,3,3,375,88,6171,114,10442,95,Sat
1,3.0,0.0,3,3,375,88,8000,208,12328,92,Sat
6,2.0,0.0,2,2,441,89,3039,192,7601,93,Sat
3,1.6666666,0.22222221,2,1,441,89,10601,181,14839,95,Unsat
3,2.6666667,0.22222221,3,2,839,148,3235,186,7773,182,Unsat
1,3.0,0.0,3,3,839,148,3561,137,7837,181,Unsat
4,2.75,0.1875,3,2,931,103,44712,229,49410,127,Unsat
2,3.0,0.0,3,3,931,103,50819,283,55585,136,Unsat
2,2.5,0.25,3,2,931,103,0,188,821,133,Sat
1,2.0,0.0,2,2,335,46,3305,115,7528,49,Sat
3,2.6666667,0.22222221,3,2,335,46,3036,131,7082,48,Unsat
1,3.0,0.0,3,3,335,46,0,88,629,49,Sat
1,2.0,0.0,2,2,335,46,3303,119,7486,48,Sat
2,2.5,0.25,3,2,244,49,4980,148,9127,52,Sat
3,2.3333333,0.22222221,3,2,244,49,5218,2313303,2322377,51,Unsat
14,2.9285715,0.066326536,3,2,923,148,5164,293,10760,171,Sat
7,2.7142856,0.20408165,3,2,923,148,6315,19484948,19495823,188,Sat
6,2.8333333,0.13888888,3,2,923,148,5928,160,11153,183,Sat
2,2.5,0.25,3,2,923,148,4783,143,9501,160,Sat
1,3.0,0.0,3,3,923,148,10173,138,14909,153,Sat
2,2.0,0.0,2,2,478,477,0,119,684,485,Sat
5,2.0,0.0,2,2,478,477,23121,176,28052,482,Unsat
1,2.0,0.0,2,2,478,477,22170,165,27048,488,Unsat
2,2.0,0.0,2,2,305,227,5019,109,9162,236,Unsat
4,2.5,0.25,3,2,206,55,4289,125,8365,59,Unsat
1,3.0,0.0,3,3,206,55,7492,106,11795,59,Sat
1,3.0,0.0,3,3,206,55,5930,117,10215,58,Sat
8,4.0,0.0,4,4,468,31,44075,225,49010,46,Sat
2,3.0,1.0,4,2,468,31,2975,155,7097,45,Unsat
22,3.909091,0.08264461,4,3,468,31,5586,218,10517,38,Unsat
4,3.75,0.1875,4,3,468,31,25995,158,30482,66,Sat
3,4.0,0.0,4,4,468,31,5959,185,10462,37,Sat
1,4.0,0.0,4,4,468,31,663573,0,674882,36,Unknown
1,1.0,0.0,1,1,301,330,6003,177,10688,345,Unsat
31,2.935484,0.060353786,3,2,989,84,645336,0,657630,96,Unknown
12,2.8333333,0.13888888,3,2,989,84,3835,295,9139,214,Sat
11,3.0,0.0,3,3,989,84,6466,169,11384,101,Sat
3,3.0,0.0,3,3,989,84,6761,131,11301,95,Sat
1,3.0,0.0,3,3,989,84,0,91,641,89,Sat
1,3.0,0.0,3,3,989,84,8091,117,12570,85,Sat
1,3.0,0.0,3,3,989,84,0,219,768,87,Sat
2,2.0,0.0,2,2,419,276,3902,68243981,68252423,288,Sat
3,2.0,0.0,2,2,419,276,7685,126,11986,284,Unsat
2,2.0,0.0,2,2,419,276,4714,133,9188,282,Sat
3,2.0,0.0,2,2,419,276,4686,127,9210,280,Sat
1,1.0,0.0,1,1,175,36,2812,137,6676,38,Unsat
3,2.6666667,0.22222221,3,2,247,28,3278,138,7250,32,Unsat
1,3.0,0.0,3,3,247,28,3496,180,7509,33,Unsat
7,2.857143,0.12244898,3,2,691,126,14268,204,19135,135,Sat
2,3.0,0.0,3,3,691,126,19157,154,23901,139,Sat
2,3.0,0.0,3,3,691,126,4808,138,9323,133,Sat
1,2.0,0.0,2,2,691,126,6434,141,10816,131,Sat
1,3.0,0.0,3,3,691,126,635624,0,646591,129,Unknown
1,3.0,0.0,3,3,691,126,4185,211,9143,175,Sat
1,2.0,0.0,2,2,272,153,3844,181,8010,160,Unsat
1,1.0,0.0,1,1,4334,92,2872,175,6957,95,Unsat
1,1.0,0.0,1,1,99,14,2671,185,6638,15,Unsat
1,1.0,0.0,1,1,109,66,3261,133,7286,68,Unsat
3,2.6666667,0.22222221,3,2,175,20,2895,2274316,2281112,21,Unsat
3,3.0,0.0,3,3,175,20,7468,344,17614,36,Unsat
1,3.0,0.0,3,3,175,20,8414,337,17942,26,Unsat
1,3.0,0.0,3,3,175,20,8218,231,16778,24,Unsat
1,3.0,0.0,3,3,259,33,5938,143,10182,37,Sat
7,2.857143,0.12244898,3,2,259,33,3016,136,7100,37,Unsat
3,1.6666666,0.22222221,2,1,315,134,4147,136,8399,142,Unsat
4,2.5,0.25,3,2,329,53,0,111,670,56,Sat
8,2.25,0.1875,3,2,329,53,4285,191,8471,58,Unsat
1,1.0,0.0,1,1,145,105,3468,136,7396,107,Unsat
8,3.25,0.9375,4,1,518,16,3110,154,7171,22,Unsat
1,4.0,0.0,4,4,518,16,0,124,669,27,Sat
8,3.0,0.5,4,2,518,16,3837,178,8049,18,Sat
4,3.75,0.1875,4,3,518,16,3030,143,7074,32,Sat
9,3.1111112,0.098765425,4,3,518,16,4102,128,8313,24,Sat
7,3.142857,0.6938776,4,2,518,16,2945,144,7137,28,Sat
5,3.6,0.24000001,4,3,518,16,6045,148,10254,23,Sat
2,3.5,0.25,4,3,518,16,0,26008489,26009033,21,Sat
1,3.0,0.0,3,3,518,16,0,100,659,27,Sat
1,3.0,0.0,3,3,518,16,3786,170,7936,17,Sat
2,1.0,0.0,1,1,327,90,2630,148,6735,94,Unsat
1,1.0,0.0,1,1,167,25,2771,131,6631,28,Unsat
2,2.5,0.25,3,2,155,20,2539,125,6427,22,Unsat
1,2.0,0.0,2,2,155,20,0,112,674,23,Sat
1,3.0,0.0,3,3,155,20,0,92,615,21,Sat
2,2.5,0.25,3,2,324,77,11427,145,16078,80,Sat
4,2.5,0.25,3,2,324,77,7042,120,11425,82,Unsat
3,2.6666667,0.22222221,3,2,324,77,15175,143,19938,83,Sat
2,2.5,0.25,3,2,537,113,7127,163,11414,118,Unsat
2,2.5,0.25,3,2,537,113,7888,143,12125,117,Unsat
1,1.0,0.0,1,1,152,24,3038,131,7049,29,Unsat
1,2.0,0.0,2,2,162,165,16381,123,21034,169,Sat
1,1.0,0.0,1,1,167,14,2725,112,6663,16,Sat
1,1.0,0.0,1,1,167,14,2724,112,6689,16,Sat
3,2.6666667,0.22222221,3,2,185,13,2572,2108310,2114666,15,Unsat
1,3.0,0.0,3,3,185,13,3186,8505,15900,24,Unsat
1,3.0,0.0,3,3,1154,1333,9222,161,14029,1358,Sat
4,2.0,0.0,2,2,1154,1333,9407,149,13966,1345,Sat
1,2.0,0.0,2,2,1154,1333,10752,134,15261,1343,Sat
6,3.0,0.0,3,3,229,16,2844,119,6808,20,Unsat
1,2.0,0.0,2,2,229,16,2505,117,6303,21,Unsat
1,3.0,0.0,3,3,229,16,2708,123,6533,18,Unsat
6,2.8333333,0.13888888,3,2,298,21,2852,126,6864,24,Unsat
1,2.0,0.0,2,2,298,21,0,104,655,25,Sat
2,2.5,0.25,3,2,298,21,3311,174,9414,22,Sat
1,3.0,0.0,3,3,298,21,3100,132,7114,24,Sat
1,3.0,0.0,3,3,298,21,0,28599821,28600359,23,Sat
3,3.0,0.0,3,3,337,164,8958,167,13187,171,Unsat
1,2.0,0.0,2,2,337,164,5428,120,9434,170,Unsat
1,1.0,0.0,1,1,167,81,2745,125,6709,85,Unsat
1,1.0,0.0,1,1,234,47,3105,106,7236,49,Sat
1,2.0,0.0,2,2,234,47,4107,104,8195,48,Sat
1,3.0,0.0,3,3,292,25,2916,102,6935,30,Sat
4,2.75,0.1875,3,2,292,25,2954,121,7031,28,Sat
2,2.0,1.0,3,1,292,25,3309,111,7331,30,Sat
1,2.0,0.0,2,2,292,25,2821,122,6819,27,Sat
1,2.0,0.0,2,2,292,25,2913,128,6961,26,Sat
1,2.0,0.0,2,2,344,77,6205,136,10310,88,Unsat
1,3.0,0.0,3,3,344,77,6118,129,10125,83,Unsat
2,2.5,0.25,3,2,213,28,0,85,635,31,Sat
1,3.0,0.0,3,3,213,28,0,74,599,31,Sat
2,2.0,0.0,2,2,213,28,3230,121,7199,29,Unsat
2,2.5,0.25,3,2,213,28,4193,111,8166,31,Unsat
1,3.0,0.0,3,3,213,28,0,103,639,30,Sat
5,2.2,0.55999994,3,1,633,135,6527,140,11084,148,Sat
6,2.8333333,0.4722222,4,2,633,135,3594,163,8104,138,Sat
1,2.0,0.0,2,2,633,135,3116,115,7422,146,Sat
1,4.0,0.0,4,4,633,135,3554,135,7947,139,Sat
1,1.0,0.0,1,1,178,77,2842,144,6805,80,Unsat
1,1.0,0.0,1,1,503,190,3736,143,8153,194,Sat
2,2.0,0.0,2,2,503,190,3771,2149190,2157265,191,Sat
1,2.0,0.0,2,2,503,190,4100,116,9107,196,Sat
1,3.0,0.0,3,3,503,190,3727,140,8263,193,Sat
8,2.75,0.1875,3,2,874,78,3760,164,8848,84,Sat
14,2.5714285,0.38775498,3,1,874,78,12959,189,18295,115,Unsat
6,2.6666667,0.22222221,3,2,874,78,3514,132,8205,105,Sat
3,1.6666666,0.22222221,2,1,278,54,5106,107,9166,59,Unsat
3,2.6666667,0.22222221,3,2,278,54,0,87,634,58,Sat
6,2.3333333,0.22222221,3,2,278,54,642845,0,651831,57,Unknown
1,2.0,0.0,2,2,278,54,0,171,852,78,Sat
3,2.6666667,0.22222221,3,2,395,137,13430,126,21678,140,Sat
11,2.3636363,0.4132231,3,1,395,137,3726,2323700,2331785,141,Unsat
5,2.6,0.24000001,3,2,395,137,3183,156,7985,156,Sat
1,2.0,0.0,2,2,282,55,3631,130,7582,62,Unsat
1,3.0,0.0,3,3,282,55,4394,103,8393,59,Unsat
10,3.0,0.0,3,3,367,33,4668,122,9038,40,Sat
14,2.7142856,0.20408164,3,2,367,33,2614,115,6738,42,Unsat
2,3.0,0.0,3,3,367,33,18425,173,22726,39,Sat
1,3.0,0.0,3,3,367,33,8893,133,13045,36,Sat
1,3.0,0.0,3,3,367,33,6999,147,11110,35,Sat
4,2.0,0.0,2,2,328,179,3751,134,7889,187,Unsat
2,2.0,0.0,2,2,132,32,2951,121,6802,36,Unsat
1,1.0,0.0,1,1,164,14,2833,120,6760,16,Sat
1,2.0,0.0,2,2,164,14,3164,123,7118,16,Sat
2,2.5,0.25,3,2,164,14,2748,126,6687,15,Sat
1,3.0,0.0,3,3,186,227,0,13460983,13461535,232,Sat
1,2.0,0.0,2,2,186,227,0,215,1618,240,Sat
2,2.5,0.25,3,2,186,227,14002,326,24415,233,Unsat
3,2.0,0.0,2,2,336,254,7120,248,17063,261,Sat
3,2.0,0.6666667,3,1,336,254,7924,176,16122,261,Sat
1,3.0,0.0,3,3,336,254,0,93,634,257,Sat
1,2.0,0.0,2,2,280,44,3619,117,7635,47,Unsat
1,3.0,0.0,3,3,280,44,3863,112,7912,46,Unsat
1,3.0,0.0,3,3,773,136,10892,148,15059,151,Unsat
3,2.6666667,0.22222221,3,2,773,136,5505,154,9772,150,Unsat
3,2.6666667,0.22222221,3,2,270,35,597261,0,606258,41,Unknown
1,3.0,0.0,3,3,270,35,4647,251,18351,65,Sat
8,2.75,0.4375,4,2,1684,650,3374,216,8187,681,Unsat
1,3.0,0.0,3,3,1684,650,0,127,743,688,Sat
3,3.3333333,0.22222221,4,3,1684,650,5692,198,10403,665,Sat
1,4.0,0.0,4,4,1684,650,4559,143,9261,664,Sat
1,4.0,0.0,4,4,1684,650,4057,147,8727,652,Sat
1,2.0,0.0,2,2,236,40,0,90,647,54,Sat
2,2.5,0.25,3,2,236,40,3063,129,7025,44,Unsat
1,3.0,0.0,3,3,236,40,4001,111,7914,43,Unsat
3,2.6666667,0.22222221,3,2,392,55,0,99,651,60,Sat
1,3.0,0.0,3,3,392,55,7417,128,11776,58,Sat
2,2.5,0.25,3,2,392,55,6526,163,10683,58,Unsat
1,1.0,0.0,1,1,200,111,4915,157,9176,113,Unsat
2,2.5,0.25,3,2,425,77,7510,138,12118,82,Sat
2,2.5,0.25,3,2,425,77,6290,2114424,2124887,82,Unsat
1,2.0,0.0,2,2,208,40,6181,270,15896,45,Unsat
1,3.0,0.0,3,3,208,40,6808,278,16149,46,Unsat
4,2.0,0.0,2,2,297,322,16203,268,26050,328,Unsat
1,1.0,0.0,1,1,417,130,10257,109,18248,138,Sat
13,2.8461537,0.13017751,3,2,417,130,5815,157,10415,133,Sat
3,2.6666667,0.22222221,3,2,417,130,7253,52801724,52813270,138,Sat
1,2.0,0.0,2,2,417,130,7909,279,18394,142,Sat
2,3.0,0.0,3,3,417,130,7123,206,17266,135,Sat
3,3.0,0.0,3,3,417,130,3654,114,11313,136,Sat
1,3.0,0.0,3,3,417,130,0,83,661,135,Sat
1,3.0,0.0,3,3,417,130,0,80,599,131,Sat
1,3.0,0.0,3,3,352,192,4474,139,8771,216,Unsat
1,2.0,0.0,2,2,352,192,3712,154,7965,206,Unsat
2,3.0,0.0,3,3,352,192,4365,167,8660,205,Unsat
3,2.0,0.6666667,3,1,258,84,3422,153,7734,88,Sat
2,2.0,0.0,2,2,258,84,3478,165,7764,86,Sat
25,3.0,0.0,3,3,595,27,4987,240,9732,36,Sat
7,2.857143,0.12244898,3,2,595,27,504497,0,508523,52,Unknown
4,2.75,0.1875,3,2,595,27,8234,207,12771,71,Sat
2,2.5,0.25,3,2,595,27,4443,140,8670,33,Sat
2,3.0,0.0,3,3,595,27,13126,150,17391,30,Sat
15,2.9333334,0.06222221,3,2,1397,817,3526,295,8440,834,Unsat
3,3.0,0.0,3,3,1397,817,5332,155,9924,872,Sat
2,2.5,0.25,3,2,1397,817,8262,144,12816,828,Sat
