num_patterns,average_pattern_depth,variance_pattern_depth,max_pattern_depth,min_pattern_depth,typegen_time,match_gen_time,processing_time,program_gen_time,total_time,correct
1,2.0,0.0,2,2,109,38,441042,147,441196,false
1,4.0,0.0,4,4,31,45,419283,76,419363,false
4,3.75,0.1875,4,3,124,241,430880,365,431252,true
8,3.625,0.484375,4,2,83,189,390614,272,390893,false
1,1.0,0.0,1,1,149,68,367250,217,367472,false
27,3.9629629,0.035665292,4,3,43,310,532445,353,532804,true
1,1.0,0.0,1,1,204,53,415650,257,415911,false
12,3.6666667,0.22222225,4,3,854,2013,433642,2867,436515,false
2,2.5,0.25,3,2,104,42,359133,146,359285,false
1,2.0,0.0,2,2,333,310,378409,643,379058,false
2,3.5,0.25,4,3,97,89,368987,186,369179,false
1,2.0,0.0,2,2,345,108,415028,453,415487,true
5,3.4,1.4399998,4,1,91,131,447544,222,447770,true
1,4.0,0.0,4,4,258,175,421713,433,422153,true
1,1.0,0.0,1,1,222,48,406272,270,406548,true
1,3.0,0.0,3,3,20,23,413484,43,413531,false
39,3.897436,0.09204471,4,3,38,181,489245,219,489469,false
1,2.0,0.0,2,2,51,82,366489,133,366628,false
1,2.0,0.0,2,2,115,77,424857,192,425055,true
1,2.0,0.0,2,2,251,64,385396,315,385716,false
38,4.0,0.0,4,4,25,178,551610,203,551817,true
1,1.0,0.0,1,1,46,34,401306,80,401391,false
1,2.0,0.0,2,2,43,22,418611,65,418680,true
1,4.0,0.0,4,4,42,57,414097,99,414201,true
1,3.0,0.0,3,3,135,79,422164,214,422383,true
1,1.0,0.0,1,1,327,32,422212,359,422575,true
21,3.9047618,0.1814059,4,2,136,288,559046,424,559474,true
1,2.0,0.0,2,2,97,44,364384,141,364529,false
1,2.0,0.0,2,2,83,53,412418,136,412560,true
6,2.5,0.9166667,4,1,28,46,378796,74,378874,false
7,4.0,0.0,4,4,89,113,404775,202,404982,false
1,2.0,0.0,2,2,39,46,363735,85,363826,false
29,3.9655173,0.033293698,4,3,42,369,459724,411,460141,false
1,1.0,0.0,1,1,24,31,416653,55,416712,true
1,2.0,0.0,2,2,194,35,413223,229,413456,false
6,2.8333333,1.138889,4,1,442,1709,402877,2151,405034,false
2,2.0,1.0,3,1,116,55,412277,171,412453,true
4,3.25,1.6875,4,1,191,526,464680,717,465402,true
1,2.0,0.0,2,2,154,26,425724,180,425908,false
3,2.0,0.0,2,2,410,46,428658,456,429117,true
1,2.0,0.0,2,2,46,42,407761,88,407854,false
1,1.0,0.0,1,1,29,34,410486,63,410555,false
1,1.0,0.0,1,1,251,44,419030,295,419330,true
6,2.5,0.9166667,4,1,31,50,372407,81,372493,false
1,3.0,0.0,3,3,638,213,439114,851,439971,true
1,2.0,0.0,2,2,149,207,411099,356,411461,true
1,1.0,0.0,1,1,223,240,368229,463,368698,false
1,4.0,0.0,4,4,40,51,417737,91,417831,true
1,1.0,0.0,1,1,97,16,416706,113,416823,true
1,2.0,0.0,2,2,19,19,412115,38,412157,false
24,3.9583333,0.039930545,4,3,42,188,416404,230,416638,false
1,1.0,0.0,1,1,47,34,400988,81,401074,true
2,1.0,0.0,1,1,104,80,418295,184,418483,true
1,2.0,0.0,2,2,61,42,418393,103,418501,true
1,1.0,0.0,1,1,68,77,375405,145,375554,false
1,1.0,0.0,1,1,182,115,410693,297,410995,true
2,2.0,0.0,2,2,79,38,417295,117,417416,true
3,4.0,0.0,4,4,228,225,442925,453,443385,true
1,2.0,0.0,2,2,381,95,439559,476,440041,false
13,3.3076923,0.98224854,4,1,943,425,532200,1368,533575,true
1,1.0,0.0,1,1,119,127,408121,246,408372,false
1,2.0,0.0,2,2,78,29,421657,107,421769,true
1,1.0,0.0,1,1,38,33,403226,71,403301,true
4,3.25,0.6875,4,2,71,170,422481,241,422727,true
1,2.0,0.0,2,2,113,51,375570,164,375739,false
13,2.9230769,1.147929,4,1,54,127,476053,181,476240,true
1,2.0,0.0,2,2,161,65,444280,226,444513,true
1,2.0,0.0,2,2,747,508,427084,1255,428345,false
1,3.0,0.0,3,3,535,114,430088,649,430744,true
1,2.0,0.0,2,2,233,64,432557,297,432859,false
3,3.0,0.0,3,3,135,116,439402,251,439659,true
3,1.6666666,0.22222221,2,1,34,29,426510,63,426578,true
2,2.5,0.25,3,2,129,77,372399,206,372609,false
1,2.0,0.0,2,2,103,63,420651,166,420822,true
1,1.0,0.0,1,1,28,15,409563,43,409610,true
3,2.3333333,0.22222221,3,2,2189,5149,453528,7338,460870,true
1,2.0,0.0,2,2,174,98,371264,272,371541,false
1,2.0,0.0,2,2,166,161,411675,327,412007,true
1,2.0,0.0,2,2,114,32,412403,146,412556,false
2,3.0,1.0,4,2,156,134,372823,290,373118,false
1,2.0,0.0,2,2,66,58,373502,124,373631,false
37,3.945946,0.10518627,4,2,531,2629,641932,3160,645098,true
1,1.0,0.0,1,1,31,25,399591,56,399653,true
6,2.3333333,1.2222222,4,1,31,55,383306,86,383397,false
9,3.7777777,0.17283951,4,3,89,215,397119,304,397429,false
1,2.0,0.0,2,2,343,59,412657,402,413065,false
1,2.0,0.0,2,2,238,103,420807,341,421154,true
1,2.0,0.0,2,2,21,19,411199,40,411243,false
2,2.0,0.0,2,2,96,60,382448,156,382608,false
2,2.5,0.25,3,2,318,377,378628,695,379329,false
1,2.0,0.0,2,2,53,27,418575,80,418660,true
2,2.0,0.0,2,2,107,77,373183,184,373372,false
1,2.0,0.0,2,2,726,540,424997,1266,426268,false
3,1.6666666,0.8888889,3,1,69,35,426392,104,426499,true
1,2.0,0.0,2,2,22,22,413718,44,413766,false
1,2.0,0.0,2,2,157,50,406828,207,407040,true
1,4.0,0.0,4,4,31,47,407356,78,407440,true
2,1.0,0.0,1,1,216,126,415479,342,415827,true
1,2.0,0.0,2,2,229,128,374835,357,375198,false
19,3.8947368,0.19944598,4,2,173,997,544344,1170,545520,true
1,2.0,0.0,2,2,20,35,418521,55,418580,false
2,2.0,0.0,2,2,123,142,424984,265,425255,true
1,1.0,0.0,1,1,275,38,423693,313,424013,false
1,3.0,0.0,3,3,77,111,418123,188,418316,true
2,3.0,1.0,4,2,156,165,383417,321,383743,false
1,4.0,0.0,4,4,309,639,436783,948,437736,false
1,1.0,0.0,1,1,56,22,412954,78,413037,false
16,3.875,0.234375,4,2,535,822,422945,1357,424309,false
1,3.0,0.0,3,3,26,45,362504,71,362580,false
7,3.0,1.1428572,4,1,58,182,432142,240,432388,true
2,2.0,0.0,2,2,96,46,422710,142,422855,true
1,2.0,0.0,2,2,226,114,379615,340,379959,false
2,2.5,2.25,4,1,233,131,379659,364,380029,false
38,4.0,0.0,4,4,216,681,490593,897,491495,false
12,3.4166667,0.4097222,4,2,189,316,404677,505,405187,false
2,2.5,0.25,3,2,161,164,385141,325,385472,false
1,1.0,0.0,1,1,681,60,426429,741,427176,false
1,1.0,0.0,1,1,404,42,431400,446,431850,false
16,3.75,0.4375,4,2,3882,886,439059,4768,443833,false
1,3.0,0.0,3,3,415,243,424017,658,424681,true
1,1.0,0.0,1,1,128,18,421471,146,421621,true
2,3.5,0.25,4,3,302,614,427926,916,428849,true
1,1.0,0.0,1,1,117,19,439381,136,439521,true
1,1.0,0.0,1,1,80,55,407239,135,407380,true
2,1.5,0.25,2,1,116,69,418865,185,419055,true
1,1.0,0.0,1,1,205,31,433585,236,433825,false
2,1.5,0.25,2,1,429,204,418414,633,419052,true
29,3.862069,0.18787146,4,2,158,409,590243,567,590814,true
1,4.0,0.0,4,4,22,76,407661,98,407763,true
3,3.6666667,0.22222221,4,3,102,142,431128,244,431376,true
28,3.9642856,0.034438778,4,3,151,603,587330,754,588089,true
1,1.0,0.0,1,1,437,58,414758,495,415260,false
1,1.0,0.0,1,1,122,17,423128,139,423271,true
1,1.0,0.0,1,1,111,15,408539,126,408670,false
1,2.0,0.0,2,2,152,26,429660,178,429843,false
1,2.0,0.0,2,2,114,244,372755,358,373118,false
1,2.0,0.0,2,2,189,78,427915,267,428186,true
46,3.826087,0.23062387,4,2,113,519,495827,632,496464,false
11,3.6363637,0.59504133,4,2,95,187,472341,282,472630,true
1,1.0,0.0,1,1,68,72,401023,140,401168,true
1,3.0,0.0,3,3,779,427,436527,1206,437738,true
1,1.0,0.0,1,1,395,49,418313,444,418763,true
5,2.0,0.4,3,1,232,133,440582,365,440953,true
4,2.5,1.25,4,1,33,56,429964,89,430059,true
1,1.0,0.0,1,1,260,79,413722,339,414066,false
1,4.0,0.0,4,4,20,38,412696,58,412758,true
6301,3.9944453,0.007110848,4,1,97,99858,140690,99955,240650,true
7,2.857143,0.97959185,4,1,33917,143,497114,34060,531180,true
3,4.0,0.0,4,4,191,99,443203,290,443499,true
1,3.0,0.0,3,3,264,65,381792,329,382127,false
5,3.6,0.24000001,4,3,535,254,477403,789,478198,true
2,2.0,0.0,2,2,45,21,427377,66,427447,true
1,4.0,0.0,4,4,778,1935,377302,2713,380021,false
1,2.0,0.0,2,2,43,43,407439,86,407531,false
57,3.4035087,0.5915667,4,1,31,191,597063,222,597289,true
1,2.0,0.0,2,2,167,70,422367,237,422611,false
4,2.75,1.6875,4,1,169,293,415479,462,415947,false
1,1.0,0.0,1,1,237,79,418784,316,419105,false
2,2.5,0.25,3,2,147,131,421711,278,421994,true
1,4.0,0.0,4,4,41,63,410949,104,411058,true
1,2.0,0.0,2,2,81,22,379634,103,379742,false
1,4.0,0.0,4,4,73,110,429752,183,429941,true
1,1.0,0.0,1,1,215,41,429211,256,429472,false
2,2.5,0.25,3,2,141,177,429290,318,429612,true
37,3.7837837,0.385683,4,1,60,219,560499,279,560782,true
1,2.0,0.0,2,2,22,44,400456,66,400527,true
1,1.0,0.0,1,1,17,14,398455,31,398491,true
1,1.0,0.0,1,1,63,13,404710,76,404790,false
11,3.7272727,0.38016528,4,2,130,156,480073,286,480364,true
1,1.0,0.0,1,1,233,30,417067,263,417333,false
1,2.0,0.0,2,2,151,27,416640,178,416822,false
1,2.0,0.0,2,2,100,52,419453,152,419610,false
2,1.0,0.0,1,1,161,99,419335,260,419601,true
2,1.5,0.25,2,1,32,30,374416,62,374482,false
1,2.0,0.0,2,2,279,54,445710,333,446048,true
1,2.0,0.0,2,2,314,88,430168,402,430573,true
1,4.0,0.0,4,4,84,57,417868,141,418013,true
10,3.3,1.01,4,1,77,318,429436,395,429836,false
1,3.0,0.0,3,3,241,58,435330,299,435634,true
10,3.8,0.35999998,4,2,118,234,475650,352,476006,true
18,4.0,0.0,4,4,27,139,518810,166,518981,true
1,1.0,0.0,1,1,84,137,428378,221,428605,true
1,2.0,0.0,2,2,52,64,356413,116,356534,false
1,1.0,0.0,1,1,43,50,407454,93,407552,true
8,3.75,0.1875,4,3,130,173,381860,303,382168,false
2,1.5,0.25,2,1,316,145,370873,461,371340,false
2,2.5,2.25,4,1,258,196,391121,454,391582,false
2,2.0,0.0,2,2,316,301,426444,617,427068,true
1,2.0,0.0,2,2,131,36,422928,167,423100,false
2,1.5,0.25,2,1,179,79,415932,258,416196,true
1,1.0,0.0,1,1,164,80,423152,244,423402,false
6,3.3333333,0.8888889,4,2,455,736,456432,1191,457628,true
1,1.0,0.0,1,1,83,93,406552,176,406734,true
1,4.0,0.0,4,4,89,141,425247,230,425482,false
1,3.0,0.0,3,3,557,148,428973,705,429683,false
1,1.0,0.0,1,1,186,26,415178,212,415394,true
1,1.0,0.0,1,1,38,36,403276,74,403353,false
1,3.0,0.0,3,3,85,39,415830,124,415958,false
1,2.0,0.0,2,2,480,220,410232,700,410938,true
2,3.0,1.0,4,2,156,154,375124,310,375440,false
1,1.0,0.0,1,1,121,16,429627,137,429769,false
1,2.0,0.0,2,2,206,84,444537,290,444832,false
3,2.6666667,0.22222221,3,2,372,316,446932,688,447626,true
360,4.0,0.0,4,4,45,3192,14885,3237,18128,true
1,2.0,0.0,2,2,138,80,426971,218,427194,true
4,2.75,0.6875,4,2,445,1836,388783,2281,391070,false
1,2.0,0.0,2,2,245,63,422849,308,423164,false
1,4.0,0.0,4,4,181,118,420923,299,421225,false
1,2.0,0.0,2,2,37,46,405101,83,405190,true
1,4.0,0.0,4,4,104,62,412059,166,412229,true
1,1.0,0.0,1,1,70,21,405662,91,405759,true
1,4.0,0.0,4,4,20,37,418696,57,418758,true
3,1.0,0.0,1,1,44,30,406471,74,406551,true
4,2.0,0.5,3,1,42,41,374746,83,374833,false
3,1.3333334,0.22222221,2,1,56,54,422580,110,422696,true
1,1.0,0.0,1,1,39,42,364167,81,364254,false
3,3.0,0.6666667,4,2,605,856,437209,1461,438677,true
2,2.0,0.0,2,2,286,219,421362,505,421873,true
1,1.0,0.0,1,1,38,20,425299,58,425362,true
1,1.0,0.0,1,1,184,31,374240,215,374459,false
5,2.2,0.56,3,1,153,216,437522,369,437897,true
1,2.0,0.0,2,2,75,38,416826,113,416943,false
1,2.0,0.0,2,2,19,17,411718,36,411758,false
1,4.0,0.0,4,4,43,56,407851,99,407954,false
1,4.0,0.0,4,4,101,204,412586,305,412897,true
1,2.0,0.0,2,2,199,33,416410,232,416647,false
16,3.4375,0.49609375,4,2,285,293,393498,578,394082,false
1,2.0,0.0,2,2,73,24,414542,97,414644,false
1,1.0,0.0,1,1,126,28,427469,154,427629,false
1,4.0,0.0,4,4,19,68,425479,87,425570,true
1,2.0,0.0,2,2,162,32,426449,194,426648,false
1,4.0,0.0,4,4,74,118,417575,192,417771,false
1,2.0,0.0,2,2,150,36,421569,186,421761,true
1,2.0,0.0,2,2,233,30,423123,263,423391,false
1,1.0,0.0,1,1,72,66,404869,138,405012,false
10,3.4,1.04,4,1,51,209,411150,260,411415,false
1,4.0,0.0,4,4,219,124,434762,343,435111,true
1,2.0,0.0,2,2,367,179,377040,546,377591,false
1,2.0,0.0,2,2,97,22,417606,119,417730,true
1,3.0,0.0,3,3,468,319,372281,787,373074,false
1,4.0,0.0,4,4,96,321,421140,417,421563,true
1,3.0,0.0,3,3,524,220,425625,744,426375,false
3,1.6666666,0.22222221,2,1,700,60,442532,760,443297,true
1,2.0,0.0,2,2,357,180,427957,537,428501,true
2,2.0,0.0,2,2,37,43,437153,80,437239,true
4,3.5,0.75,4,2,42,82,386375,124,386507,false
2,1.5,0.25,2,1,102,57,404551,159,404714,true
1,4.0,0.0,4,4,55,123,419936,178,420118,false
1,2.0,0.0,2,2,211,110,373840,321,374166,false
1,2.0,0.0,2,2,274,41,426523,315,426844,false
1,1.0,0.0,1,1,163,25,410835,188,411027,true
1,3.0,0.0,3,3,160,106,417163,266,417434,true
3,2.0,0.6666667,3,1,84,75,413280,159,413445,true
1,1.0,0.0,1,1,931,238,428198,1169,429371,true
3,2.0,0.6666667,3,1,277,163,372239,440,372684,false
1,2.0,0.0,2,2,124,50,424272,174,424450,true
1,3.0,0.0,3,3,474,199,383057,673,383736,false
1,2.0,0.0,2,2,87,29,414113,116,414236,false
8,4.0,0.0,4,4,34,93,445780,127,445913,true
1,2.0,0.0,2,2,337,146,434015,483,434504,false
1,2.0,0.0,2,2,91,24,406997,115,407117,false
20,3.95,0.047500003,4,3,144,600,463529,744,464278,false
4,3.5,0.75,4,2,423,1277,390871,1700,392577,false
12,3.5833333,0.5763889,4,2,182,335,406843,517,407366,false
1,2.0,0.0,2,2,81,30,412219,111,412336,false
7,2.857143,1.2653062,4,1,254,290,417100,544,417648,false
1,2.0,0.0,2,2,128,79,412181,207,412394,true
1,4.0,0.0,4,4,1265,1393,372282,2658,374946,false
1,1.0,0.0,1,1,48,15,418735,63,418802,false
9,3.1111112,1.2098765,4,1,32,92,458706,124,458834,true
1,1.0,0.0,1,1,54,13,404201,67,404272,false
22,4.0,0.0,4,4,25,126,492005,151,492160,true
1,1.0,0.0,1,1,95,16,410835,111,410950,true
1,2.0,0.0,2,2,53,27,420068,80,420152,false
1,2.0,0.0,2,2,111,41,414711,152,414867,false
10,3.2,0.96000004,4,1,384,654,435116,1038,436161,false
6,3.0,0.6666667,4,2,259,571,435700,830,436535,false
1,2.0,0.0,2,2,37,18,408709,55,408769,false
1,4.0,0.0,4,4,45,73,420759,118,420882,true
1,1.0,0.0,1,1,202,165,380235,367,380608,false
3,3.0,0.6666667,4,2,69,125,431896,194,432094,true
2,1.5,0.25,2,1,57,50,378391,107,378504,false
2,3.0,1.0,4,2,247,173,371721,420,372147,false
1,2.0,0.0,2,2,266,64,418605,330,418940,true
1,1.0,0.0,1,1,1024,1151,418667,2175,420849,false
1,2.0,0.0,2,2,731,184,425052,915,425973,false
19,3.4736843,0.88088626,4,1,253,410,446607,663,447275,false
1,3.0,0.0,3,3,269,112,359503,381,359890,false
1,2.0,0.0,2,2,1247,335,430623,1582,432213,false
4,3.75,0.1875,4,3,421,1140,394105,1561,395671,false
4,2.5,1.25,4,1,182,171,435244,353,435603,true
2,2.5,0.25,3,2,235,57,382351,292,382647,false
3,2.3333333,0.22222221,3,2,111,97,440274,208,440487,true
1,2.0,0.0,2,2,91,34,427399,125,427530,false
4,2.5,1.25,4,1,39,57,427468,96,427571,true
1,1.0,0.0,1,1,17,16,421408,33,421445,true
3,2.0,0.6666667,3,1,298,244,434259,542,434806,true
36,3.8888888,0.15432099,4,2,157,649,475689,806,476502,false
1,2.0,0.0,2,2,85,93,415972,178,416154,false
1,4.0,0.0,4,4,249,75,435775,324,436103,true
1,3.0,0.0,3,3,291,62,419369,353,419726,false
1,3.0,0.0,3,3,129,38,416559,167,416731,false
2,1.0,0.0,1,1,81,32,370514,113,370631,false
6,3.5,0.5833333,4,2,24,56,446124,80,446208,true
1,2.0,0.0,2,2,151,100,413138,251,413393,true
1,1.0,0.0,1,1,172,32,405593,204,405801,false
1,1.0,0.0,1,1,52,21,410156,73,410233,false
2,3.0,1.0,4,2,412,902,431011,1314,432329,true
3,2.3333333,1.5555557,4,1,479,501,400892,980,401876,false
1,1.0,0.0,1,1,94,26,438304,120,438431,true
1,1.0,0.0,1,1,37,32,402704,69,402778,true
5,2.6,1.04,4,1,224,292,388261,516,388784,false
1,3.0,0.0,3,3,78,126,418868,204,419078,true
1,2.0,0.0,2,2,701,190,430539,891,431435,true
1,1.0,0.0,1,1,190,167,369035,357,369396,false
2,1.0,0.0,1,1,235,208,383898,443,384347,false
1,1.0,0.0,1,1,351,52,358146,403,358555,false
2,2.0,1.0,3,1,79,81,376263,160,376428,false
1,3.0,0.0,3,3,70,97,412017,167,412190,true
5,2.2,0.55999994,3,1,51,60,460554,111,460672,true
1,2.0,0.0,2,2,38,29,416520,67,416593,true
1,1.0,0.0,1,1,166,21,425628,187,425820,false
2,2.5,2.25,4,1,62,55,379620,117,379741,false
2,1.5,0.25,2,1,43,45,415141,88,415234,true
1,1.0,0.0,1,1,357,30,419578,387,419969,true
3,1.3333334,0.22222221,2,1,83,83,422203,166,422372,true
1,1.0,0.0,1,1,89,53,418847,142,418993,true
1,2.0,0.0,2,2,19,22,400399,41,400445,true
1,1.0,0.0,1,1,76,22,411729,98,411831,true
1,2.0,0.0,2,2,95,65,421532,160,421696,false
1,2.0,0.0,2,2,128,87,372141,215,372360,false
2,2.5,0.25,3,2,47,73,367030,120,367155,false
1,2.0,0.0,2,2,441,52,426885,493,427382,false
1,4.0,0.0,4,4,139,146,434748,285,435038,true
61,3.918033,0.108035505,4,2,407,1509,700844,1916,702766,true
2,2.0,1.0,3,1,32,128,363527,160,363692,false
1,2.0,0.0,2,2,36,21,414292,57,414353,true
1,3.0,0.0,3,3,27,35,358801,62,358867,false
1,1.0,0.0,1,1,163,47,414717,210,414932,false
1,2.0,0.0,2,2,211,44,432088,255,432347,false
1,2.0,0.0,2,2,150,223,371191,373,371568,false
1,1.0,0.0,1,1,142,26,413438,168,413612,false
3,2.0,0.6666667,3,1,107,142,421472,249,421726,true
3,3.0,0.6666667,4,2,113,155,427249,268,427523,true
1,3.0,0.0,3,3,441,239,427891,680,428578,false
1,4.0,0.0,4,4,79,147,414198,226,414430,true
2,2.5,2.25,4,1,616,679,426260,1295,427560,true
18,4.0,0.0,4,4,186,236,511191,422,511617,true
2,2.0,0.0,2,2,245,112,369540,357,369903,false
2,4.0,0.0,4,4,370,299,382353,669,383028,false
1,4.0,0.0,4,4,27,61,413063,88,413156,true
2,1.5,0.25,2,1,681,214,429859,895,430759,true
3,3.0,0.6666667,4,2,900,561,385183,1461,386648,false
1,2.0,0.0,2,2,88,29,418519,117,418642,false
1,2.0,0.0,2,2,187,45,429276,232,429513,true
1,4.0,0.0,4,4,95,40,428363,135,428502,false
1,1.0,0.0,1,1,103,49,410393,152,410549,false
2,1.5,0.25,2,1,122,53,437314,175,437493,true
1,3.0,0.0,3,3,534,119,430214,653,430871,true
1,1.0,0.0,1,1,39,45,410499,84,410587,true
1,1.0,0.0,1,1,108,49,413114,157,413277,true
1,3.0,0.0,3,3,80,57,426586,137,426728,false
1,1.0,0.0,1,1,164,30,420564,194,420764,false
1,4.0,0.0,4,4,104,547,437451,651,438108,true
3,3.0,0.6666667,4,2,76,93,380858,169,381031,false
1,2.0,0.0,2,2,587,349,430664,936,431607,false
19,3.8947368,0.19944598,4,2,27,175,562892,202,563098,true
1,3.0,0.0,3,3,259,81,430753,340,431098,false
1,1.0,0.0,1,1,28,41,409716,69,409791,false
1,4.0,0.0,4,4,445,403,441510,848,442364,false
1,2.0,0.0,2,2,286,80,418855,366,419228,true
13,3.3846154,1.0059172,4,1,173,407,515394,580,515978,true
1,2.0,0.0,2,2,25,38,412309,63,412376,true
156,3.9038463,0.15101036,4,1,28,506,2006,534,2544,false
1,2.0,0.0,2,2,272,92,382784,364,383153,false
1,2.0,0.0,2,2,272,196,374751,468,375225,false
1,1.0,0.0,1,1,174,45,404566,219,404790,false
1,2.0,0.0,2,2,22,21,362833,43,362882,false
1,1.0,0.0,1,1,65,34,416606,99,416711,true
6,3.6666667,0.22222221,4,3,85,114,390547,199,390751,false
1,1.0,0.0,1,1,43,50,413032,93,413129,false
5,1.8,0.55999994,3,1,53,33,435204,86,435294,true
1,2.0,0.0,2,2,19,17,412521,36,412562,false
1,4.0,0.0,4,4,132,135,380564,267,380836,false
1,1.0,0.0,1,1,17,24,396008,41,396053,false
1,3.0,0.0,3,3,510,251,381257,761,382022,false
1,1.0,0.0,1,1,143,73,391466,216,391687,false
7,3.2857144,0.4897959,4,2,56,155,472036,211,472252,true
4,2.5,1.25,4,1,61,78,442094,139,442238,true
2,1.0,0.0,1,1,119,68,389346,187,389537,false
13,3.3846154,1.0059172,4,1,61,243,501296,304,501607,true
1,1.0,0.0,1,1,189,289,419264,478,419746,false
7,2.2857144,1.0612245,4,1,429,113,434731,542,435293,true
1,1.0,0.0,1,1,1687,309,422830,1996,424832,false
1,4.0,0.0,4,4,18,50,414199,68,414272,true
4,2.75,1.6875,4,1,131,175,438950,306,439260,true
1,3.0,0.0,3,3,203,500,434952,703,435662,true
1,4.0,0.0,4,4,28,50,409677,78,409761,true
3,1.3333334,0.22222221,2,1,93,74,423497,167,423668,true
1,4.0,0.0,4,4,735,175,427116,910,428031,true
2,1.0,0.0,1,1,488,242,429515,730,430252,true
1,3.0,0.0,3,3,508,569,431343,1077,432426,false
1,2.0,0.0,2,2,144,104,384888,248,385142,false
2,2.5,0.25,3,2,209,94,378413,303,378722,false
1,3.0,0.0,3,3,74,101,422634,175,422816,true
1,4.0,0.0,4,4,364,300,428576,664,429246,true
3,2.3333333,1.5555557,4,1,610,682,437414,1292,438712,true
4,3.75,0.1875,4,3,372,412,435690,784,436479,true
3,3.3333333,0.88888884,4,2,332,431,436538,763,437306,true
2,2.5,0.25,3,2,185,181,424283,366,424652,true
1,1.0,0.0,1,1,121,54,360112,175,360292,false
1,1.0,0.0,1,1,57,19,405346,76,405426,true
7,3.142857,1.2653062,4,1,203,142,388516,345,388866,false
1,4.0,0.0,4,4,19,35,411486,54,411544,true
1,1.0,0.0,1,1,79,67,418743,146,418894,false
1,3.0,0.0,3,3,74,67,412275,141,412420,true
1,4.0,0.0,4,4,44,64,407370,108,407482,true
2,2.5,0.25,3,2,221,157,377419,378,377801,false
1,2.0,0.0,2,2,335,144,420303,479,420788,false
2,1.0,0.0,1,1,37,33,408460,70,408537,true
5,3.6,0.64,4,2,138,462,476208,600,476813,true
2,1.5,0.25,2,1,104,29,361488,133,361625,false
1,2.0,0.0,2,2,184,70,423351,254,423610,false
5,3.8,0.16,4,3,43,123,382831,166,383003,false
1,1.0,0.0,1,1,165,144,373924,309,374239,false
7,3.2857144,0.7755102,4,2,415,620,476542,1035,477584,true
4,3.25,0.6875,4,2,24,36,429263,60,429327,true
3,1.6666666,0.22222221,2,1,141,74,431838,215,432057,true
1,2.0,0.0,2,2,140,45,377861,185,378051,false
1,2.0,0.0,2,2,92,43,435225,135,435365,false
2,2.0,1.0,3,1,422,437,383419,859,384282,false
1,4.0,0.0,4,4,333,762,381987,1095,383087,false
1,2.0,0.0,2,2,91,35,425135,126,425265,true
1,2.0,0.0,2,2,261,97,375440,358,375802,false
2,3.0,0.0,3,3,447,279,379055,726,379787,false
1,2.0,0.0,2,2,111,52,401933,163,402103,false
1,2.0,0.0,2,2,190,62,415889,252,416147,true
18,3.6666667,0.4444445,4,2,141,617,540923,758,541685,true
8,3.5,0.75,4,2,315,455,412430,770,413206,false
3,1.3333334,0.22222221,2,1,276,65,433905,341,434250,true
1,1.0,0.0,1,1,39,39,412220,78,412302,false
2,1.0,0.0,1,1,118,48,351695,166,351866,false
3,3.0,0.6666667,4,2,129,50,380097,179,380282,false
1,2.0,0.0,2,2,213,56,404516,269,404791,true
2,1.5,0.25,2,1,40,33,368076,73,368154,false
2,2.0,0.0,2,2,38,62,370957,100,371062,false
1,2.0,0.0,2,2,169,183,376311,352,376670,false
2,2.0,0.0,2,2,598,314,428898,912,429816,true
1,4.0,0.0,4,4,266,114,425284,380,425669,false
1,2.0,0.0,2,2,30,37,404235,67,404307,false
1,2.0,0.0,2,2,579,147,440013,726,440744,false
2,2.5,0.25,3,2,110,59,375884,169,376059,false
1,3.0,0.0,3,3,269,144,430332,413,430751,false
1,1.0,0.0,1,1,112,35,405353,147,405504,true
2,2.5,2.25,4,1,532,703,372588,1235,373829,false
1,1.0,0.0,1,1,223,106,388435,329,388770,false
7,3.4285715,0.5306122,4,2,421,1289,466515,1710,468230,true
12,3.8333333,0.30555567,4,2,102,429,425716,531,426251,false
2,1.0,0.0,1,1,63,20,420619,83,420706,true
7,3.4285715,0.5306122,4,2,151,327,471220,478,471703,true
1,2.0,0.0,2,2,200,108,421464,308,421778,false
1,1.0,0.0,1,1,69,14,412337,83,412425,false
1,1.0,0.0,1,1,221,384,381151,605,381761,false
1,2.0,0.0,2,2,163,70,417193,233,417432,false
1,1.0,0.0,1,1,392,98,420413,490,420909,true
1,2.0,0.0,2,2,185,82,422273,267,422546,true
8,3.375,1.234375,4,1,659,7517,580479,8176,588660,true
1,2.0,0.0,2,2,900,50,427475,950,428431,false
6,3.0,0.6666667,4,2,197,330,393914,527,394448,false
3,2.3333333,0.22222221,3,2,199,139,425105,338,425447,true
1,3.0,0.0,3,3,46,42,406675,88,406767,true
1,3.0,0.0,3,3,245,119,376066,364,376436,false
2,1.0,0.0,1,1,367,290,426332,657,426995,true
2,1.0,0.0,1,1,22,23,402241,45,402290,true
1,3.0,0.0,3,3,79,110,420756,189,420951,true
13,3.4615386,0.8639054,4,1,316,774,510268,1090,511365,true
1,1.0,0.0,1,1,560,82,372388,642,373035,false
1,1.0,0.0,1,1,62,43,374105,105,374215,false
1,3.0,0.0,3,3,134,43,422566,177,422748,false
2,3.0,0.0,3,3,56,66,372482,122,372608,false
18,3.8888888,0.20987655,4,2,76,438,464206,514,464724,false
1,2.0,0.0,2,2,184,92,418867,276,419147,true
4,2.75,1.6875,4,1,2755,532,393973,3287,397265,false
1,2.0,0.0,2,2,106,35,408031,141,408177,false
