original_total_changes,original_num_types,original_num_params,original_num_generics,original_num_patterns,original_num_nested_patterns,reduced_total_changes,reduced_num_types,reduced_num_params,reduced_num_generics,reduced_num_patterns,reduced_num_nested_patterns,time
29,4,9,4,4,12,7,2,1,2,1,2,18
33,4,9,4,5,16,11,3,3,3,1,2,20
30,4,9,4,4,13,11,3,3,3,1,2,21
33,4,9,4,5,16,7,2,1,2,1,2,20
33,4,9,4,5,16,11,3,3,3,1,2,20
42,4,9,4,7,25,7,2,1,2,1,2,19
42,4,9,4,7,25,11,3,3,3,1,2,19
38,4,9,4,6,21,12,3,3,3,1,3,24
30,4,9,4,4,13,11,3,3,3,1,2,21
42,4,9,4,7,25,12,3,3,3,1,3,21
19,4,9,4,1,2,7,2,1,2,1,2,12
39,4,9,4,6,22,7,2,1,2,1,2,18
34,4,9,4,5,17,11,3,3,3,1,2,21
33,4,9,4,5,16,11,3,3,3,1,2,21
20,4,9,4,1,3,13,4,3,4,1,2,15
44,4,9,4,7,27,11,3,3,3,1,2,20
38,4,9,4,6,21,11,3,3,3,1,2,22
39,4,9,4,6,22,7,2,1,2,1,2,21
34,4,9,4,5,17,13,4,3,4,1,2,20
44,4,9,4,7,27,7,2,1,2,1,2,23
34,4,9,4,5,17,11,3,3,3,1,2,20
30,4,9,4,4,13,7,2,1,2,1,2,20
30,4,9,4,4,13,11,3,3,3,1,2,23
38,4,9,4,6,21,11,3,3,3,1,2,23
26,4,9,4,3,9,11,3,3,3,1,2,17
21,4,6,5,4,6,21,4,6,5,4,6,0
21,4,6,5,4,6,21,4,6,5,4,6,0
23,4,6,5,5,8,23,4,6,5,5,8,0
23,4,6,5,5,8,23,4,6,5,5,8,0
23,4,6,5,5,8,23,4,6,5,5,8,0
34,8,8,4,4,14,8,4,2,0,1,2,17
30,8,8,4,3,10,7,3,2,0,1,2,17
39,8,8,4,5,19,7,3,2,0,1,2,21
34,8,8,4,4,14,10,4,3,0,1,3,21
40,8,8,4,6,20,8,4,2,0,1,2,20
37,8,8,4,5,17,10,4,3,0,1,3,21
37,8,8,4,5,17,9,4,3,0,1,2,18
34,8,8,4,4,14,9,4,3,0,1,2,19
33,8,8,4,4,13,9,4,3,0,1,2,18
29,8,8,4,3,9,9,4,3,0,1,2,16
34,8,8,4,4,14,9,4,3,0,1,2,19
34,8,8,4,4,14,9,4,3,0,1,2,20
44,8,8,4,6,24,9,4,3,0,1,2,22
40,8,8,4,6,20,9,4,3,0,1,2,16
29,8,8,4,3,9,9,4,3,0,1,2,17
34,8,8,4,4,14,9,4,3,0,1,2,19
31,8,8,4,3,11,9,4,3,0,1,2,17
40,8,8,4,5,20,7,3,2,0,1,2,22
34,8,8,4,4,14,8,4,2,0,1,2,16
38,8,8,4,5,18,10,4,3,0,1,3,22
35,8,8,4,4,15,9,4,3,0,1,2,15
30,8,8,4,3,10,7,3,2,0,1,2,19
30,8,8,4,3,10,10,4,3,0,1,3,19
33,8,8,4,4,13,9,4,3,0,1,2,19
34,8,8,4,4,14,9,4,3,0,1,2,17
29,8,8,4,3,9,8,4,2,0,1,2,16
34,8,8,4,4,14,7,3,2,0,1,2,20
26,8,8,4,2,6,9,4,3,0,1,2,14
36,8,8,4,5,16,10,4,3,0,1,3,20
40,8,8,4,5,20,9,4,3,0,1,2,22
30,8,8,4,3,10,9,4,3,0,1,2,16
36,8,8,4,5,16,10,4,3,0,1,3,19
30,8,8,4,3,10,10,4,3,0,1,3,19
33,8,8,4,4,13,7,3,2,0,1,2,19
30,8,8,4,3,10,9,4,3,0,1,2,17
34,8,8,4,4,14,10,4,3,0,1,3,22
30,8,8,4,3,10,9,4,3,0,1,2,18
30,8,8,4,3,10,9,4,3,0,1,2,18
27,8,8,4,2,7,9,4,3,0,1,2,19
30,8,8,4,3,10,9,4,3,0,1,2,16
33,8,8,4,4,13,9,4,3,0,1,2,19
33,8,8,4,4,13,8,4,2,0,1,2,19
30,8,8,4,3,10,10,4,3,0,1,3,17
30,8,8,4,3,10,8,4,2,0,1,2,17
30,8,8,4,3,10,10,4,3,0,1,3,16
25,8,8,4,2,5,7,3,2,0,1,2,19
35,8,8,4,4,15,9,4,3,0,1,2,19
34,8,8,4,4,14,7,3,2,0,1,2,19
30,8,8,4,3,10,9,4,3,0,1,2,16
38,8,8,4,5,18,9,4,3,0,1,2,16
36,4,4,0,8,28,8,3,3,0,1,2,12
29,4,4,0,7,21,5,2,1,0,1,2,17
23,4,4,0,5,15,8,3,3,0,1,2,11
31,4,4,0,7,23,5,2,1,0,1,2,13
25,4,4,0,6,17,5,2,1,0,1,2,16
22,4,4,0,5,14,5,2,1,0,1,2,16
30,4,4,0,7,22,5,2,1,0,1,2,16
23,4,4,0,5,15,5,2,1,0,1,2,16
25,4,4,0,6,17,8,3,3,0,1,2,11
25,4,4,0,6,17,5,2,1,0,1,2,16
21,4,4,0,5,13,8,3,3,0,1,2,11
30,4,4,0,7,22,8,3,3,0,1,2,11
23,4,4,0,5,15,8,3,3,0,1,2,11
25,4,4,0,6,17,5,2,1,0,1,2,16
26,4,4,0,6,18,5,2,1,0,1,2,16
29,4,4,0,7,21,8,3,3,0,1,2,11
25,4,4,0,6,17,8,3,3,0,1,2,11
22,4,4,0,5,14,5,2,1,0,1,2,16
25,4,4,0,6,17,5,2,1,0,1,2,17
26,4,4,0,6,18,5,2,1,0,1,2,16
26,4,4,0,6,18,5,2,1,0,1,2,15
26,4,4,0,6,18,5,2,1,0,1,2,14
34,4,4,0,8,26,9,3,3,0,1,3,17
26,4,4,0,6,18,5,2,1,0,1,2,15
22,4,4,0,5,14,5,2,1,0,1,2,17
22,4,4,0,5,14,5,2,1,0,1,2,15
25,4,4,0,6,17,5,2,1,0,1,2,15
25,4,4,0,6,17,8,3,3,0,1,2,11
18,4,4,0,3,10,5,2,1,0,1,2,16
20,4,4,0,4,12,8,3,3,0,1,2,10
10,4,4,0,1,2,5,2,1,0,1,2,13
11,4,4,0,1,3,8,3,3,0,1,2,8
32,4,4,0,8,24,9,3,3,0,1,3,16
31,4,4,0,6,23,5,2,1,0,1,2,18
18,4,4,0,3,10,5,2,1,0,1,2,15
20,4,4,0,4,12,8,3,3,0,1,2,10
24,4,4,0,5,16,8,3,3,0,1,2,11
26,4,4,0,5,18,8,3,3,0,1,2,11
20,4,4,0,4,12,8,3,3,0,1,2,10
17,4,4,0,3,9,8,3,3,0,1,2,9
14,4,4,0,2,6,8,3,3,0,1,2,10
16,4,4,0,3,8,8,3,3,0,1,2,8
21,4,4,0,4,13,5,2,1,0,1,2,17
20,4,4,0,4,12,8,3,3,0,1,2,10
21,4,4,0,4,13,5,2,1,0,1,2,18
27,4,4,0,6,19,9,3,3,0,1,3,12
20,4,4,0,4,12,5,2,1,0,1,2,16
10,4,4,0,1,2,5,2,1,0,1,2,13
16,4,4,0,3,8,8,3,3,0,1,2,8
11,2,3,3,1,3,10,2,2,3,1,3,14
11,2,3,3,1,3,10,2,2,3,1,3,12
7,3,1,0,1,3,7,3,1,0,1,3,5
6,3,1,0,1,2,6,3,1,0,1,2,4
6,3,1,0,1,2,6,3,1,0,1,2,4
10,3,1,0,2,6,7,3,1,0,1,3,12
28,7,5,8,2,8,15,4,1,7,1,3,19
15,5,4,5,1,1,15,5,4,5,1,1,0
23,7,5,8,1,3,13,3,2,6,1,2,16
24,7,5,8,1,4,15,4,1,7,1,3,18
15,5,5,2,1,3,5,2,1,0,1,2,16
16,5,5,2,1,4,5,2,1,0,1,2,15
19,4,6,5,1,4,8,2,1,2,1,3,20
16,5,5,2,1,4,5,2,1,0,1,2,18
18,4,6,5,1,3,8,2,1,2,1,3,16
30,4,6,5,3,15,8,2,1,2,1,3,18
20,4,6,5,1,5,8,2,1,2,1,3,21
20,4,6,5,1,5,8,2,1,2,1,3,17
18,4,6,5,1,3,8,2,1,2,1,3,15
19,4,6,5,1,4,8,2,1,2,1,3,20
15,5,5,2,1,3,5,2,1,0,1,2,16
25,4,6,5,2,10,8,2,1,2,1,3,23
25,4,6,5,2,10,8,2,1,2,1,3,23
30,4,6,5,3,15,8,2,1,2,1,3,23
30,7,8,7,3,8,14,5,2,5,1,2,13
33,7,8,7,4,11,15,5,2,5,1,3,18
29,7,8,7,3,7,14,5,2,5,1,2,15
30,7,8,7,3,8,14,5,2,5,1,2,16
29,7,8,7,3,7,7,2,1,2,1,2,15
30,7,8,7,3,8,7,2,1,2,1,2,17
26,7,8,7,2,4,7,2,1,2,1,2,14
27,7,8,7,2,5,7,2,1,2,1,2,17
29,7,8,7,3,7,7,2,1,2,1,2,17
30,7,8,7,3,8,15,5,2,5,1,3,18
34,7,8,7,4,12,7,2,1,2,1,2,20
30,7,8,7,3,8,7,2,1,2,1,2,15
24,7,8,7,1,2,14,5,2,5,1,2,13
33,7,8,7,4,11,15,5,2,5,1,3,19
34,7,8,7,4,12,14,5,2,5,1,2,16
27,7,8,7,2,5,14,5,2,5,1,2,14
27,7,8,7,2,5,14,5,2,5,1,2,16
18,3,3,6,2,6,10,2,1,4,1,3,14
21,3,3,6,3,9,10,2,1,4,1,3,12
19,3,3,6,2,7,10,2,1,4,1,3,13
21,3,3,6,3,9,10,2,1,4,1,3,12
21,3,3,6,3,9,10,2,1,4,1,3,12
21,3,3,6,3,9,10,2,1,4,1,3,12
17,3,3,6,2,5,9,2,1,4,1,2,9
30,6,6,6,5,12,9,3,1,3,1,2,22
31,6,6,6,5,13,9,3,1,3,1,2,21
35,6,6,6,6,17,10,3,1,3,1,3,24
31,6,6,6,5,13,9,3,1,3,1,2,16
27,6,6,6,4,9,12,4,3,3,1,2,16
35,6,6,6,6,17,12,4,3,3,1,2,17
39,6,6,6,7,21,9,3,1,3,1,2,19
31,6,6,6,5,13,9,3,1,3,1,2,18
39,6,6,6,7,21,12,4,3,3,1,2,16
37,6,6,6,7,19,9,3,1,3,1,2,19
41,6,6,6,8,23,12,4,3,3,1,2,17
41,6,6,6,8,23,12,4,3,3,1,2,18
34,6,6,6,6,16,9,3,1,3,1,2,19
34,6,6,6,6,16,9,3,1,3,1,2,21
27,6,6,6,4,9,9,3,1,3,1,2,17
37,6,6,6,7,19,9,3,1,3,1,2,22
31,6,6,6,5,13,13,4,3,3,1,3,20
35,6,6,6,6,17,9,3,1,3,1,2,17
35,6,6,6,6,17,12,4,3,3,1,2,18
37,6,6,6,7,19,12,4,3,3,1,2,16
34,6,6,6,6,16,9,3,1,3,1,2,19
28,6,6,6,4,10,9,3,1,3,1,2,19
35,6,6,6,6,17,12,4,3,3,1,2,18
35,6,6,6,6,17,9,3,1,3,1,2,19
35,6,6,6,6,17,12,4,3,3,1,2,16
31,6,6,6,5,13,9,3,1,3,1,2,19
38,6,6,6,7,20,12,4,3,3,1,2,15
41,6,6,6,8,23,9,3,1,3,1,2,20
31,6,6,6,5,13,9,3,1,3,1,2,17
28,6,6,6,4,10,9,3,1,3,1,2,21
39,6,6,6,7,21,12,4,3,3,1,2,14
38,6,6,6,7,20,9,3,1,3,1,2,20
34,6,6,6,6,16,12,4,3,3,1,2,16
31,6,6,6,5,13,12,4,3,3,1,2,16
28,6,6,6,4,10,9,3,1,3,1,2,20
31,6,6,6,5,13,9,3,1,3,1,2,19
31,6,6,6,5,13,9,3,1,3,1,2,18
39,6,6,6,7,21,12,4,3,3,1,2,17
39,6,6,6,7,21,12,4,3,3,1,2,16
39,6,6,6,7,21,9,3,1,3,1,2,19
31,6,6,6,5,13,12,4,3,3,1,2,16
34,6,6,6,6,16,12,4,3,3,1,2,14
34,6,6,6,6,16,12,4,3,3,1,2,16
42,6,6,6,8,24,12,4,3,3,1,2,16
34,6,6,6,6,16,12,4,3,3,1,2,18
41,6,6,6,8,23,15,4,3,5,1,3,21
44,6,6,6,9,26,12,4,3,3,1,2,19
44,6,6,6,9,26,12,4,3,3,1,2,19
38,6,6,6,7,20,12,4,3,3,1,2,17
42,6,6,6,8,24,12,4,3,3,1,2,17
46,6,6,6,9,28,12,4,3,3,1,2,18
34,6,6,6,6,16,9,3,1,3,1,2,20
46,6,6,6,9,28,12,4,3,3,1,2,16
38,6,6,6,7,20,9,3,1,3,1,2,20
38,6,6,6,7,20,9,3,1,3,1,2,22
35,6,6,6,6,17,9,3,1,3,1,2,23
38,6,6,6,7,20,12,4,3,3,1,2,18
46,6,6,6,9,28,12,4,3,3,1,2,16
38,6,6,6,7,20,12,4,3,3,1,2,18
46,6,6,6,9,28,12,4,3,3,1,2,18
42,6,6,6,8,24,9,3,1,3,1,2,22
38,6,6,6,7,20,9,3,1,3,1,2,20
38,6,6,6,7,20,9,3,1,3,1,2,19
38,6,6,6,7,20,9,3,1,3,1,2,20
42,6,6,6,8,24,9,3,1,3,1,2,22
31,7,10,8,2,6,9,2,1,4,1,2,18
28,7,10,8,1,3,9,2,1,4,1,2,17
30,7,10,8,2,5,9,2,1,4,1,2,18
28,7,10,8,1,3,9,2,1,4,1,2,12
32,7,10,8,2,7,9,2,1,4,1,2,14
35,7,10,8,3,10,9,2,1,4,1,2,17
29,7,10,8,1,4,14,3,3,6,1,2,13
27,7,10,8,1,2,9,2,1,4,1,2,11
38,7,10,8,3,13,15,3,3,6,1,3,18
32,7,10,8,2,7,9,2,1,4,1,2,18
30,7,10,8,2,5,9,2,1,4,1,2,17
32,7,10,8,2,7,9,2,1,4,1,2,18
31,7,10,8,2,6,9,2,1,4,1,2,18
34,7,10,8,3,9,14,3,3,6,1,2,12
28,7,10,8,1,3,9,2,1,4,1,2,17
28,7,10,8,1,3,9,2,1,4,1,2,17
30,7,10,8,2,5,9,2,1,4,1,2,13
32,7,10,8,2,7,9,2,1,4,1,2,19
30,7,10,8,2,5,9,2,1,4,1,2,14
33,7,10,8,2,8,14,3,3,6,1,2,15
16,3,3,0,3,10,7,3,1,0,1,3,16
12,3,3,0,2,6,7,3,2,0,1,2,9
12,3,3,0,2,6,7,3,2,0,1,2,8
12,3,3,0,2,6,8,3,2,0,1,3,11
12,3,3,0,2,6,8,3,2,0,1,3,11
9,3,3,0,1,3,6,3,1,0,1,2,12
16,3,3,0,3,10,7,3,2,0,1,2,9
9,3,3,0,1,3,6,3,1,0,1,2,11
11,3,3,0,2,5,7,3,2,0,1,2,8
9,3,3,0,1,3,6,3,1,0,1,2,12
8,3,3,0,1,2,7,3,2,0,1,2,7
8,3,3,0,1,2,7,3,2,0,1,2,7
12,3,3,0,2,6,7,3,2,0,1,2,9
12,3,3,0,2,6,6,3,1,0,1,2,13
9,3,3,0,1,3,8,3,2,0,1,3,10
9,3,3,0,1,3,8,3,2,0,1,3,9
13,3,2,3,1,5,6,2,1,0,1,3,17
10,3,2,3,1,2,10,3,2,3,1,2,0
13,3,2,3,1,5,6,2,1,0,1,3,17
18,4,4,8,1,2,12,3,1,6,1,2,7
24,4,4,8,3,8,12,3,1,6,1,2,12
20,4,4,8,2,4,12,3,1,6,1,2,8
18,4,4,8,1,2,12,3,1,6,1,2,7
27,4,4,8,4,11,13,3,1,6,1,3,18
21,4,4,8,2,5,12,3,1,6,1,2,8
21,7,9,3,1,2,11,5,1,3,1,2,15
11,2,2,2,2,5,7,2,1,2,1,2,8
11,2,2,2,2,5,7,2,1,2,1,2,8
8,2,2,2,1,2,7,2,1,2,1,2,6
9,2,2,2,1,3,7,2,1,2,1,2,8
11,2,2,2,2,5,7,2,1,2,1,2,8
12,2,2,2,2,6,7,2,1,2,1,2,8
9,2,2,2,1,3,7,2,1,2,1,2,8
16,4,4,4,1,4,7,2,1,2,1,2,14
16,4,4,4,1,4,13,4,3,4,1,2,10
22,4,4,4,2,10,14,4,3,4,1,3,13
17,4,4,4,1,5,14,4,3,4,1,3,11
27,4,4,4,3,15,14,4,3,4,1,3,13
32,5,4,0,5,23,8,3,2,0,1,3,16
38,5,4,0,6,29,9,3,2,0,1,4,20
26,5,4,0,4,17,6,3,1,0,1,2,15
26,5,4,0,4,17,8,3,2,0,1,3,17
26,5,4,0,4,17,6,3,1,0,1,2,18
36,5,4,0,6,27,8,3,2,0,1,3,18
38,5,4,0,6,29,7,3,1,0,1,3,19
31,5,4,0,5,22,6,3,1,0,1,2,18
32,5,4,0,6,23,6,3,1,0,1,2,18
26,5,4,0,4,17,7,3,1,0,1,3,18
31,5,4,0,5,22,8,3,2,0,1,3,14
32,5,4,0,5,23,9,3,2,0,1,4,18
26,5,4,0,4,17,6,3,1,0,1,2,15
38,5,4,0,6,29,6,3,1,0,1,2,20
20,5,4,0,3,11,8,3,2,0,1,3,14
32,5,4,0,5,23,8,3,2,0,1,3,18
26,5,4,0,4,17,8,3,2,0,1,3,17
25,5,4,0,4,16,6,3,1,0,1,2,17
20,5,4,0,3,11,6,3,1,0,1,2,17
21,5,4,0,3,12,8,3,2,0,1,3,15
36,5,4,0,6,27,6,3,1,0,1,2,18
29,5,4,0,5,20,7,3,1,0,1,3,18
23,5,4,0,3,14,8,3,2,0,1,3,17
68,5,4,0,12,59,8,3,2,0,1,3,21
62,5,4,0,11,53,8,3,2,0,1,3,20
68,5,4,0,12,59,6,3,1,0,1,2,19
62,5,4,0,11,53,8,3,2,0,1,3,17
56,5,4,0,10,47,6,3,1,0,1,2,18
67,5,4,0,12,58,8,3,2,0,1,3,16
57,5,4,0,10,48,6,3,1,0,1,2,19
62,5,4,0,11,53,8,3,2,0,1,3,21
68,5,4,0,12,59,8,3,2,0,1,3,19
61,5,4,0,11,52,8,3,2,0,1,3,20
74,5,4,0,13,65,6,3,1,0,1,2,18
62,5,4,0,11,53,8,3,2,0,1,3,18
56,5,4,0,10,47,8,3,2,0,1,3,20
74,5,4,0,13,65,6,3,1,0,1,2,19
56,5,4,0,10,47,8,3,2,0,1,3,20
56,5,4,0,10,47,6,3,1,0,1,2,20
72,5,4,0,13,63,8,3,2,0,1,3,17
56,5,4,0,10,47,8,3,2,0,1,3,15
62,5,4,0,11,53,9,3,2,0,1,4,25
68,5,4,0,12,59,6,3,1,0,1,2,19
62,5,4,0,11,53,8,3,2,0,1,3,17
74,5,4,0,13,65,8,3,2,0,1,3,19
74,5,4,0,13,65,8,3,2,0,1,3,16
74,5,4,0,13,65,8,3,2,0,1,3,21
72,5,4,0,13,63,8,3,2,0,1,3,20
62,5,4,0,11,53,6,3,1,0,1,2,17
56,5,4,0,10,47,8,3,2,0,1,3,19
67,5,4,0,12,58,8,3,2,0,1,3,17
62,5,4,0,11,53,8,3,2,0,1,3,15
56,5,4,0,10,47,8,3,2,0,1,3,20
56,5,4,0,10,47,6,3,1,0,1,2,19
68,5,4,0,12,59,8,3,2,0,1,3,17
26,5,4,0,4,17,6,3,1,0,1,2,18
32,5,4,0,5,23,8,3,2,0,1,3,18
38,5,4,0,6,29,6,3,1,0,1,2,15
21,5,4,0,3,12,6,3,1,0,1,2,12
36,5,4,0,6,27,6,3,1,0,1,2,17
62,5,4,0,11,53,8,3,2,0,1,3,17
67,5,4,0,12,58,6,3,1,0,1,2,18
57,5,4,0,10,48,8,3,2,0,1,3,17
57,5,4,0,10,48,6,3,1,0,1,2,19
68,5,4,0,12,59,6,3,1,0,1,2,18
31,5,4,0,5,22,6,3,1,0,1,2,14
72,5,4,0,13,63,9,3,2,0,1,4,23
32,5,4,0,5,23,7,3,1,0,1,3,21
20,5,4,0,3,11,8,3,2,0,1,3,18
72,5,4,0,13,63,8,3,2,0,1,3,20
20,5,4,0,3,11,8,3,2,0,1,3,17
67,5,4,0,12,58,6,3,1,0,1,2,18
26,5,4,0,4,17,8,3,2,0,1,3,17
32,5,4,0,5,23,8,3,2,0,1,3,17
57,5,4,0,10,48,6,3,1,0,1,2,18
67,5,4,0,12,58,8,3,2,0,1,3,18
62,5,4,0,11,53,8,3,2,0,1,3,18
26,5,4,0,4,17,8,3,2,0,1,3,19
62,5,4,0,11,53,6,3,1,0,1,2,20
67,5,4,0,12,58,8,3,2,0,1,3,16
67,5,4,0,12,58,8,3,2,0,1,3,18
38,5,4,0,6,29,8,3,2,0,1,3,18
62,5,4,0,11,53,8,3,2,0,1,3,19
25,5,4,0,4,16,8,3,2,0,1,3,17
26,5,4,0,4,17,6,3,1,0,1,2,15
74,5,4,0,13,65,6,3,1,0,1,2,18
23,5,4,0,3,14,8,3,2,0,1,3,17
27,5,4,0,3,18,8,3,2,0,1,3,17
21,5,4,0,2,12,6,3,1,0,1,2,16
15,5,4,0,1,6,8,3,2,0,1,3,17
44,5,4,0,7,35,8,3,2,0,1,3,21
38,5,4,0,6,29,8,3,2,0,1,3,16
33,5,4,0,5,24,8,3,2,0,1,3,19
38,5,4,0,6,29,8,3,2,0,1,3,20
38,5,4,0,6,29,8,3,2,0,1,3,17
14,5,4,0,1,5,6,3,1,0,1,2,14
38,5,4,0,6,29,8,3,2,0,1,3,20
14,5,4,0,1,5,8,3,2,0,1,3,16
32,5,4,0,5,23,6,3,1,0,1,2,16
38,5,4,0,6,29,6,3,1,0,1,2,18
21,5,4,0,2,12,9,3,2,0,1,4,17
32,5,4,0,5,23,8,3,2,0,1,3,17
27,5,4,0,3,18,8,3,2,0,1,3,17
32,5,4,0,5,23,8,3,2,0,1,3,20
48,5,4,0,8,39,8,3,2,0,1,3,20
43,5,4,0,7,34,6,3,1,0,1,2,18
33,5,4,0,5,24,6,3,1,0,1,2,17
50,5,4,0,8,41,8,3,2,0,1,3,21
43,5,4,0,7,34,6,3,1,0,1,2,17
15,5,4,0,1,6,6,3,1,0,1,2,15
48,5,4,0,8,39,8,3,2,0,1,3,20
44,5,4,0,7,35,8,3,2,0,1,3,20
32,5,4,0,5,23,8,3,2,0,1,3,17
37,5,4,0,6,28,6,3,1,0,1,2,15
50,5,4,0,8,41,6,3,1,0,1,2,19
20,3,3,0,5,14,8,3,3,0,1,2,9
23,3,3,0,6,17,8,3,3,0,1,2,8
17,3,3,0,4,11,8,3,3,0,1,2,9
25,3,3,0,6,19,7,3,2,0,1,2,9
20,3,3,0,5,14,8,3,2,0,1,3,14
24,3,3,0,6,18,6,3,1,0,1,2,13
16,3,3,0,4,10,7,3,2,0,1,2,9
25,3,3,0,6,19,8,3,2,0,1,3,13
20,3,3,0,5,14,7,3,2,0,1,2,9
25,3,3,0,6,19,7,3,2,0,1,2,11
25,3,3,0,6,19,8,3,3,0,1,2,9
24,3,3,0,6,18,6,3,1,0,1,2,12
25,3,3,0,6,19,8,3,3,0,1,2,8
24,3,3,0,6,18,7,3,2,0,1,2,9
20,3,3,0,5,14,6,3,1,0,1,2,13
25,3,3,0,6,19,7,3,2,0,1,2,9
19,3,3,0,5,13,7,3,2,0,1,2,11
20,3,3,0,5,14,7,3,2,0,1,2,9
16,3,3,0,4,10,6,3,1,0,1,2,13
20,3,3,0,5,14,6,3,1,0,1,2,13
20,3,3,0,5,14,7,3,2,0,1,2,9
20,3,3,0,5,14,7,3,2,0,1,2,9
20,3,3,0,5,14,8,3,3,0,1,2,9
15,3,3,0,4,9,7,3,2,0,1,2,9
20,3,3,0,5,14,8,3,3,0,1,2,8
20,3,3,0,5,14,6,3,1,0,1,2,13
23,3,3,0,6,17,8,3,3,0,1,2,9
9,3,3,0,1,3,8,3,3,0,1,2,7
23,3,3,0,6,17,8,3,3,0,1,2,9
20,3,3,0,5,14,7,3,2,0,1,2,11
23,3,3,0,6,17,9,3,3,0,1,3,11
20,3,3,0,5,14,8,3,3,0,1,2,8
17,3,3,0,4,11,6,3,1,0,1,2,13
20,3,3,0,5,14,7,3,1,0,1,3,16
23,3,3,0,6,17,7,3,2,0,1,2,11
20,3,3,0,5,14,6,3,1,0,1,2,15
20,3,3,0,5,14,8,3,3,0,1,2,9
23,3,3,0,6,17,6,3,1,0,1,2,15
20,3,3,0,5,14,7,3,2,0,1,2,11
20,3,3,0,5,14,8,3,3,0,1,2,9
20,3,3,0,5,14,7,3,2,0,1,2,11
20,3,3,0,5,14,7,3,2,0,1,2,9
20,3,3,0,5,14,6,3,1,0,1,2,13
23,3,3,0,6,17,6,3,1,0,1,2,15
20,3,3,0,5,14,8,3,3,0,1,2,10
20,3,3,0,5,14,7,3,2,0,1,2,11
23,3,3,0,6,17,6,3,1,0,1,2,15
20,3,3,0,5,14,7,3,2,0,1,2,11
11,3,3,0,2,5,8,3,3,0,1,2,7
23,3,3,0,6,17,7,3,2,0,1,2,9
23,3,3,0,6,17,6,3,1,0,1,2,13
20,3,3,0,5,14,6,3,1,0,1,2,15
23,3,3,0,6,17,6,3,1,0,1,2,13
23,3,3,0,6,17,8,3,3,0,1,2,8
23,3,3,0,6,17,8,3,3,0,1,2,9
17,3,3,0,4,11,6,3,1,0,1,2,15
23,3,3,0,6,17,7,3,1,0,1,3,16
20,3,3,0,5,14,8,3,3,0,1,2,8
17,3,3,0,3,11,7,3,2,0,1,2,9
22,3,3,0,4,16,6,3,1,0,1,2,14
27,3,3,0,5,21,8,3,3,0,1,2,9
22,3,3,0,4,16,7,3,2,0,1,2,11
27,3,3,0,5,21,8,3,3,0,1,2,9
21,3,3,0,4,15,6,3,1,0,1,2,15
16,3,3,0,3,10,8,3,3,0,1,2,7
12,3,3,0,2,6,8,3,3,0,1,2,8
15,3,3,0,3,9,7,3,2,0,1,2,9
12,3,3,0,2,6,6,3,1,0,1,2,12
22,3,3,0,4,16,7,3,2,0,1,2,11
16,3,3,0,3,10,8,3,3,0,1,2,7
26,3,3,0,5,20,7,3,1,0,1,3,18
26,3,3,0,5,20,7,3,1,0,1,3,18
22,3,3,0,4,16,7,3,2,0,1,2,11
22,3,3,0,4,16,7,3,1,0,1,3,18
12,3,3,0,2,6,7,3,2,0,1,2,10
27,3,3,0,5,21,8,3,3,0,1,2,9
22,3,3,0,4,16,8,3,3,0,1,2,10
16,3,3,0,3,10,8,3,3,0,1,2,8
12,3,3,0,2,6,8,3,3,0,1,2,7
8,3,3,0,1,2,8,3,3,0,1,2,2
17,3,3,0,3,11,8,3,3,0,1,2,8
12,3,3,0,2,6,7,3,2,0,1,2,9
18,3,3,0,3,12,7,3,2,0,1,2,9
12,3,3,0,2,6,7,3,2,0,1,2,10
22,3,3,0,4,16,8,3,3,0,1,2,9
16,3,3,0,3,10,7,3,2,0,1,2,11
26,3,3,0,5,20,7,3,2,0,1,2,11
22,3,3,0,4,16,7,3,2,0,1,2,11
15,3,3,0,3,9,8,3,3,0,1,2,8
22,3,3,0,4,16,6,3,1,0,1,2,15
27,3,3,0,5,21,6,3,1,0,1,2,15
22,3,3,0,4,16,7,3,2,0,1,2,11
27,3,3,0,5,21,7,3,2,0,1,2,11
22,3,3,0,4,16,7,3,2,0,1,2,11
27,3,3,0,5,21,7,3,2,0,1,2,11
22,3,3,0,4,16,7,3,2,0,1,2,11
17,5,5,4,1,3,8,2,1,3,1,2,12
16,5,5,4,1,2,8,2,1,3,1,2,8
27,3,3,0,5,21,7,3,2,0,1,2,11
27,3,3,0,5,21,6,3,1,0,1,2,15
22,3,3,0,4,16,7,3,2,0,1,2,11
17,3,3,0,3,11,7,3,2,0,1,2,9
27,3,3,0,5,21,9,3,3,0,1,3,12
27,3,3,0,5,21,8,3,3,0,1,2,9
22,3,3,0,4,16,8,3,3,0,1,2,9
27,3,3,0,5,21,6,3,1,0,1,2,15
22,3,3,0,4,16,7,3,2,0,1,2,11
22,3,3,0,4,16,6,3,1,0,1,2,13
16,5,5,4,1,2,8,2,1,3,1,2,11
22,3,3,0,4,16,9,3,3,0,1,3,12
27,3,3,0,5,21,6,3,1,0,1,2,13
28,6,7,4,2,11,9,3,1,3,1,2,20
29,6,7,4,2,12,9,3,1,3,1,2,16
28,6,7,4,2,11,11,4,1,4,1,2,19
22,6,7,4,1,5,11,4,1,4,1,2,19
36,6,7,4,3,19,7,2,1,2,1,2,22
37,6,7,4,4,20,11,4,1,4,1,2,19
23,6,7,4,2,6,10,3,1,3,1,3,21
19,6,7,4,1,2,9,3,1,3,1,2,17
