num_patterns,average_pattern_depth,variance_pattern_depth,max_pattern_depth,min_pattern_depth,typegen_time,match_gen_time,processing_time,program_gen_time,total_time,correct
1,4.0,0.0,4,4,91,118,92,209,303,true
2,1.5,0.25,2,1,17,9,61,26,89,false
3,2.3333333,0.22222221,3,2,136,157,36940,293,37234,true
1,3.0,0.0,3,3,100,76,167,176,347,false
16,3.25,0.8125,4,1,182,697,386,879,1267,false
1,4.0,0.0,4,4,7,81,110,88,201,true
1,1.0,0.0,1,1,14,6,66,20,88,true
1,4.0,0.0,4,4,12,23,76,35,113,true
1,1.0,0.0,1,1,341,36,85,377,464,true
1,2.0,0.0,2,2,86,75,91,161,253,true
27,3.9629629,0.035665292,4,3,71,897,409,968,1379,true
2,4.0,0.0,4,4,43,164,116,207,325,true
1,3.0,0.0,3,3,181,84,95,265,363,true
1,2.0,0.0,2,2,6,14,71,20,93,false
8,3.375,0.984375,4,1,16,49,94,65,161,true
1,1.0,0.0,1,1,17,22,89,39,130,true
1,2.0,0.0,2,2,151,20,84,171,257,false
1,1.0,0.0,1,1,212,56,93,268,363,true
1,3.0,0.0,3,3,110,48,87,158,247,true
1,2.0,0.0,2,2,412,4347,351,4759,5113,false
7,2.7142856,0.20408165,3,2,113,36,82,149,234,false
4,2.25,0.6875,3,1,35,54,266,89,357,false
1,1.0,0.0,1,1,5194,612,315,5806,6123,false
1,2.0,0.0,2,2,174,150,88,324,415,false
2,1.5,0.25,2,1,19,17,87,36,124,false
3,3.0,0.6666667,4,2,19,29,2814360,48,2814410,true
1,1.0,0.0,1,1,49,33,155,82,244,false
1,1.0,0.0,1,1,293,45,183,338,524,true
1,2.0,0.0,2,2,785,171,274,956,1233,true
1,2.0,0.0,2,2,110,36,161,146,311,false
2,1.5,0.25,2,1,33,22,276,55,334,false
1,2.0,0.0,2,2,124,177,196,301,499,true
3,1.3333334,0.22222221,2,1,1120,421,249,1541,1793,true
1,2.0,0.0,2,2,412,152,208,564,775,false
3,3.6666667,0.22222221,4,3,419,384,226,803,1032,true
1,1.0,0.0,1,1,268,115,178,383,563,false
1,2.0,0.0,2,2,140,117,162,257,422,true
43,3.9767442,0.022714999,4,3,56,736,533,792,1328,true
2,1.5,0.25,2,1,181,124,307,305,615,false
1,4.0,0.0,4,4,47,224,186,271,461,true
2,4.0,0.0,4,4,88,165,188,253,444,false
1,3.0,0.0,3,3,57,24,149,81,233,true
1,2.0,0.0,2,2,222,97,180,319,502,false
3,1.6666666,0.22222221,2,1,263,148,206,411,619,true
2,1.5,0.25,2,1,432,243,212,675,891,true
3,4.0,0.0,4,4,63,92,286,155,444,true
1,4.0,0.0,4,4,140,81,181,221,405,false
1,1.0,0.0,1,1,20,16,143,36,183,true
1,2.0,0.0,2,2,107,92,272,199,474,false
1,2.0,0.0,2,2,217,49,182,266,451,false
1,1.0,0.0,1,1,145,134,200,279,482,false
1,1.0,0.0,1,1,113,105,206,218,427,true
2,1.5,0.25,2,1,57,46,426,103,531,false
1,1.0,0.0,1,1,23,18,181,41,225,false
5,3.6,0.64,4,2,27,83,747,110,860,true
2,3.0,1.0,4,2,184,228,243,412,657,false
1,4.0,0.0,4,4,99,1681,299,1780,2083,true
1,1.0,0.0,1,1,4227,3713,488,7940,8432,false
2,3.5,0.25,4,3,654,250,275,904,1183,true
5,3.6,0.64,4,2,60,112,192,172,368,true
1,2.0,0.0,2,2,647,82,247,729,978,false
1,2.0,0.0,2,2,57,109,174,166,344,false
5,3.2,0.9599999,4,2,53,118,208,171,382,false
1,3.0,0.0,3,3,173,244,232,417,652,false
1,2.0,0.0,2,2,46,34,191,80,273,true
1,2.0,0.0,2,2,429,208,246,637,885,false
1,1.0,0.0,1,1,14,18,439,32,475,true
1,1.0,0.0,1,1,100,89,249,189,441,false
1,2.0,0.0,2,2,90,42,2704436,132,2704570,false
1,1.0,0.0,1,1,1179,267,397,1446,1851,false
44,3.909091,0.12809926,4,2,236,3652,1310,3888,5201,true
4,3.5,0.75,4,2,627,311,1470,938,2412,false
2,1.5,0.25,2,1,29,64,247,93,343,true
1,3.0,0.0,3,3,910,202,423,1112,1537,false
1,2.0,0.0,2,2,199,67,192,266,462,false
3,3.3333333,0.88888884,4,2,58,93,170,151,324,true
1,2.0,0.0,2,2,53,33,296,86,385,false
1,1.0,0.0,1,1,257,231,258,488,748,false
7,3.7142856,0.4897959,4,2,324,1789,413,2113,2529,true
1,1.0,0.0,1,1,154,26,221,180,405,false
1,2.0,0.0,2,2,452,66,194,518,714,false
3,1.3333334,0.22222221,2,1,412,549,204,961,1167,true
2,2.0,0.0,2,2,43,66,563,109,675,true
1,3.0,0.0,3,3,55764,5919,1592,61683,63278,false
1,4.0,0.0,4,4,594,1074,207,1668,1879,true
6,3.1666667,0.47222224,4,2,185,120,99,305,406,true
1,2.0,0.0,2,2,939,294,119,1233,1354,true
5,3.8,0.16,4,3,28,32,83,60,145,true
2,4.0,0.0,4,4,211,221,122,432,555,false
1,1.0,0.0,1,1,149,47,88,196,286,false
1,2.0,0.0,2,2,149,23,75,172,249,false
2,2.0,0.0,2,2,33,16,80,49,130,false
1,4.0,0.0,4,4,27,55,78,82,162,false
4,2.25,0.6875,3,1,79,42,80,121,203,true
1,1.0,0.0,1,1,20,38,71,58,131,true
3,2.6666667,0.22222221,3,2,8,13,81,21,104,true
1,2.0,0.0,2,2,545,36,146,581,728,false
6,3.3333333,0.22222221,4,3,217,249,141,466,609,true
1,4.0,0.0,4,4,18,56,88,74,165,true
1,1.0,0.0,1,1,132,72,96,204,302,false
28,3.9642856,0.034438796,4,3,64,347,281,411,693,false
7,2.7142856,1.0612245,4,1,97,124,94,221,317,true
108,4.0,0.0,4,4,44,1654,1098,1698,2798,true
1,4.0,0.0,4,4,58,480,97,538,637,true
1,2.0,0.0,2,2,106,95,105,201,308,false
4,3.0,0.0,3,3,98,31,95,129,225,false
1,2.0,0.0,2,2,59,32,76,91,169,false
2,2.0,0.0,2,2,18,16,89,34,126,false
3,3.6666667,0.22222221,4,3,146,345,19905745,491,19906238,true
1,1.0,0.0,1,1,250,35,176,285,466,true
1,3.0,0.0,3,3,15,29,564,44,611,false
4,3.0,1.0,4,2,53,100,238,153,395,false
1,2.0,0.0,2,2,545,123,194,668,865,false
3,2.0,0.6666667,3,1,654,324,208,978,1189,true
2,1.5,0.25,2,1,196,133,172,329,505,true
2,2.0,0.0,2,2,21,23,129,44,176,true
1,4.0,0.0,4,4,1702,795,522,2497,3022,false
1,2.0,0.0,2,2,101,16,133,117,254,false
1,1.0,0.0,1,1,337,113,182,450,634,true
3,3.3333333,0.88888884,4,2,1204,2494,19105286,3698,19108987,false
3,1.6666666,0.22222221,2,1,197,278,156,475,635,false
1,4.0,0.0,4,4,14,24,69,38,109,false
1,2.0,0.0,2,2,116,20,99,136,237,false
1,1.0,0.0,1,1,181,190,131,371,504,false
1,2.0,0.0,2,2,51,34,60,85,147,false
1,1.0,0.0,1,1,10,6,65,16,83,true
4,3.25,0.6875,4,2,175,191,1317,366,1685,true
1,1.0,0.0,1,1,72,69,112,141,255,false
1,1.0,0.0,1,1,341,32,244,373,619,true
1,1.0,0.0,1,1,26,6,94,32,127,false
1,2.0,0.0,2,2,73,40,114,113,229,true
2,2.0,0.0,2,2,11,15,73,26,102,true
2,4.0,0.0,4,4,1450,389,139,1839,1980,true
1,1.0,0.0,1,1,45,7,76,52,130,true
1,4.0,0.0,4,4,208,72,100,280,383,true
1,1.0,0.0,1,1,163,16,82,179,263,true
1,1.0,0.0,1,1,36,29,71,65,138,true
1,4.0,0.0,4,4,24,65,74,89,165,false
19,3.8947368,0.19944593,4,2,23,256,181,279,462,true
1,2.0,0.0,2,2,99,44,133,143,278,false
1,2.0,0.0,2,2,122,21,82,143,226,false
1,1.0,0.0,1,1,8,9,341,17,360,false
1,2.0,0.0,2,2,83,16,85,99,186,false
3,3.3333333,0.88888884,4,2,12,36,347,48,398,false
1,1.0,0.0,1,1,33,7,99,40,141,false
1,2.0,0.0,2,2,28,16,977,44,1023,false
1,4.0,0.0,4,4,6,31,84,37,123,true
1,2.0,0.0,2,2,167,57,103,224,328,false
1,4.0,0.0,4,4,8,16,82,24,108,false
1,2.0,0.0,2,2,14,22,76,36,113,false
2,3.0,0.0,3,3,1106,144,2562063,1250,2563316,false
1,1.0,0.0,1,1,41,68,107,109,220,true
1,3.0,0.0,3,3,34,79,64,113,178,true
1,1.0,0.0,1,1,6,7,106,13,120,false
3,3.0,0.6666667,4,2,462,686,154,1148,1304,true
3519,3.993464,0.008765857,4,1,29,14435,21166,14464,35632,true
2,2.0,0.0,2,2,76,120,10045,196,10246,true
2,2.0,0.0,2,2,32,48,152,80,237,false
4,2.75,1.1875,4,1,72,133,110,205,316,false
2,3.0,0.0,3,3,122,49,77,171,250,true
2,3.0,0.0,3,3,38,48,203,86,292,true
2,4.0,0.0,4,4,92,45,79,137,218,true
1,1.0,0.0,1,1,17,25,74,42,117,false
1,1.0,0.0,1,1,21,6,73,27,102,true
1,4.0,0.0,4,4,105,103,74,208,284,true
2,4.0,0.0,4,4,14574,15416,1476,29990,31468,false
1,1.0,0.0,1,1,124,619,155,743,901,true
3,2.0,0.0,2,2,92,60,89,152,244,true
1,2.0,0.0,2,2,41,28,68,69,138,false
10,4.0,0.0,4,4,145,347,134,492,628,true
1,1.0,0.0,1,1,53,12,77,65,144,true
1,2.0,0.0,2,2,93,43,74,136,211,false
2,2.5,0.25,3,2,32,27,74,59,135,false
9,3.2222223,0.61728394,4,2,151,949,122,1100,1223,true
2,2.0,0.0,2,2,202,146,130,348,479,true
14,3.4285715,0.5306121,4,2,21,86,104,107,212,true
4,2.75,1.6875,4,1,36,51,84,87,172,false
31,3.935484,0.12486993,4,2,9,128,194,137,333,true
1,4.0,0.0,4,4,5,33,73,38,114,true
1,2.0,0.0,2,2,133,94,88,227,317,false
1,2.0,0.0,2,2,256,98,92,354,448,false
1,1.0,0.0,1,1,8,11,69,19,90,true
3,3.3333333,0.88888884,4,2,50,289,85,339,425,false
1,4.0,0.0,4,4,54,63,79,117,198,false
2,2.0,0.0,2,2,39,10,159,49,210,false
1,3.0,0.0,3,3,19,26,78,45,125,false
37,3.945946,0.051132195,4,3,34,351,279,385,665,false
1,1.0,0.0,1,1,39,62,99,101,202,true
2,1.5,0.25,2,1,10,8,73,18,93,true
3,2.0,0.0,2,2,109,38,165,147,313,false
1,2.0,0.0,2,2,54,15,83,69,154,true
1,4.0,0.0,4,4,5,13,73,18,92,true
5,2.6,0.24000001,3,2,47,78,87,125,213,true
1,3.0,0.0,3,3,53,35,91,88,180,true
56,3.392857,0.59566325,4,1,42,322,290,364,656,false
4,3.25,0.6875,4,2,11,76,87,87,176,true
1,1.0,0.0,1,1,210,21,3262843,231,3263076,false
1,1.0,0.0,1,1,301,25,98,326,428,true
1,2.0,0.0,2,2,143,30,70,173,247,true
1,1.0,0.0,1,1,16,22,52,38,92,true
2,1.5,0.25,2,1,122,206,120,328,450,false
1,1.0,0.0,1,1,19,27,116,46,164,false
1,4.0,0.0,4,4,25,89,63,114,179,true
9,3.0,1.1111112,4,1,125,352,116,477,595,true
11,3.909091,0.08264461,4,3,46,218,115,264,381,true
1,2.0,0.0,2,2,165,51,93,216,311,false
3,4.0,0.0,4,4,82,264,90,346,438,true
1,1.0,0.0,1,1,63,9,60,72,134,false
3,3.3333333,0.88888884,4,2,429,653,207,1082,1290,true
7,3.142857,1.2653062,4,1,192,434,108,626,736,true
6,3.1666667,0.8055555,4,2,79,215,152,294,448,false
1,2.0,0.0,2,2,23,23,80,46,128,false
6,4.0,0.0,4,4,37,255,223,292,517,true
4,3.25,0.6875,4,2,31,28,72,59,133,true
1,4.0,0.0,4,4,7,15,137,22,160,true
8,3.875,0.109375,4,3,36,147,113,183,298,false
1,2.0,0.0,2,2,223,27,92,250,344,false
2,4.0,0.0,4,4,596,705,230,1301,1533,false
5,3.2,0.16,4,3,72,39,131,111,245,false
1,1.0,0.0,1,1,23,42,113,65,180,false
1,2.0,0.0,2,2,5,6,162,11,176,true
1,2.0,0.0,2,2,21,21,64,42,108,false
3,2.3333333,0.88888884,3,1,194,190,92,384,477,true
1,1.0,0.0,1,1,7,12,71,19,92,false
1,2.0,0.0,2,2,33,30,68,63,133,false
3,3.0,0.6666667,4,2,9,21,79,30,111,false
2,1.5,0.25,2,1,12,11,284,23,309,false
1,2.0,0.0,2,2,4610,2001,604,6611,7217,false
11,3.6363637,0.41322315,4,2,365,219,153,584,740,true
2,2.0,0.0,2,2,67,18,79,85,166,true
7,3.7142856,0.20408164,4,3,60,253,113,313,428,true
2,2.0,0.0,2,2,126,202,159,328,489,false
1,2.0,0.0,2,2,26,52,77,78,156,false
9,3.6666667,0.44444454,4,2,17,68,95,85,181,false
9,4.0,0.0,4,4,48,140,113,188,304,false
1,2.0,0.0,2,2,26,46,91,72,164,false
25,3.92,0.15359989,4,2,136,934,21252197,1070,21253268,false
1,2.0,0.0,2,2,293,57,118,350,474,false
6,3.1666667,0.8055556,4,2,170,91,84,261,347,false
1,2.0,0.0,2,2,124,41,2244,165,2411,false
1,1.0,0.0,1,1,217,74,851,291,1149,false
3,2.0,0.6666667,3,1,226,683,184,909,1095,false
1,2.0,0.0,2,2,123,46,130,169,301,false
1,2.0,0.0,2,2,38,14,2826784,52,2826838,true
1,1.0,0.0,1,1,90,46,150,136,290,false
3,2.3333333,1.5555557,4,1,45,71,99,116,217,true
2,2.5,0.25,3,2,241,209,140,450,592,false
16,3.5,0.75,4,1,58,720,291,778,1071,true
9,3.4444444,0.691358,4,2,146,421,150,567,719,false
1,2.0,0.0,2,2,61,26,102,87,192,false
10,3.7,0.41,4,2,72,268,120,340,461,true
1,4.0,0.0,4,4,305,159,99,464,566,true
1,4.0,0.0,4,4,194,47,219,241,462,false
27,4.0,0.0,4,4,25,405,447,430,879,true
1,2.0,0.0,2,2,34,103,85,137,224,false
1,4.0,0.0,4,4,8,17,109,25,136,true
2,3.0,0.0,3,3,171,114,81,285,367,true
1,2.0,0.0,2,2,56,116,79,172,254,false
1,3.0,0.0,3,3,14,17,219,31,252,false
1,1.0,0.0,1,1,22,38,137,60,199,true
1,3.0,0.0,3,3,131,36,75,167,244,true
2,1.5,0.25,2,1,97,46,72,143,217,false
1,3.0,0.0,3,3,20,28,141,48,190,true
2,1.5,0.25,2,1,212,612,122,824,949,false
2,1.0,0.0,1,1,50,56,82,106,189,true
2,1.5,0.25,2,1,74,18,1543,92,1637,false
81,4.0,0.0,4,4,20,534,561,554,1116,true
5,3.6,0.64,4,2,281,319,116,600,719,true
1,2.0,0.0,2,2,18,16,67,34,102,false
7,3.142857,0.6938776,4,2,53,259,89,312,404,true
4,3.75,0.1875,4,3,39,77,82,116,200,false
4,3.0,1.5,4,1,37,95,85,132,219,true
1,3.0,0.0,3,3,429,196,120,625,746,true
4,2.5,1.25,4,1,102,87,80,189,271,true
2,2.0,0.0,2,2,282,180,92,462,556,false
1,1.0,0.0,1,1,21,42,68,63,133,true
1,2.0,0.0,2,2,63,56,430,119,550,false
1,1.0,0.0,1,1,57,18,147,75,224,true
1,2.0,0.0,2,2,1411,1019,589,2430,3021,false
11,3.2727273,0.92561984,4,1,222,275,165,497,665,true
1,3.0,0.0,3,3,172,87,102,259,363,true
1,2.0,0.0,2,2,48,18,78,66,145,false
1,2.0,0.0,2,2,6,8,77,14,92,true
1,4.0,0.0,4,4,4,10,80,14,96,true
11,3.2727273,1.107438,4,1,45,128,95,173,270,false
4,2.5,1.25,4,1,62,66,4167208,128,4167338,true
2,2.5,0.25,3,2,607,557,291,1164,1462,false
6,3.0,1.0,4,1,1718,7282,423,9000,9426,true
7,3.5714285,0.24489796,4,3,56,285,257,341,602,false
1,2.0,0.0,2,2,54,24,160,78,241,false
1,1.0,0.0,1,1,111,59,383,170,555,true
1,2.0,0.0,2,2,622,196,324,818,1146,false
1,4.0,0.0,4,4,2006,641,404,2647,3055,false
1,1.0,0.0,1,1,728,185,219,913,1135,true
2,2.0,0.0,2,2,9794,19530,1310,29324,30636,true
1,1.0,0.0,1,1,101,454,395,555,954,true
1,4.0,0.0,4,4,15,35,113,50,165,true
5,3.2,0.56,4,2,127,148,147,275,424,true
57,3.9298246,0.06525081,4,3,267,3063,646,3330,3979,true
2,3.0,0.0,3,3,1232,264,111,1496,1609,true
6,3.1666667,0.8055555,4,2,47,46,73,93,168,true
1,2.0,0.0,2,2,21,23,71,44,117,false
1,2.0,0.0,2,2,38,9,65,47,114,true
1,2.0,0.0,2,2,10,14,90,24,115,false
1,2.0,0.0,2,2,116,25,72,141,215,true
1,1.0,0.0,1,1,10,12,254,22,278,false
1,2.0,0.0,2,2,5,5,419,10,431,false
5,2.2,0.55999994,3,1,45,73,95,118,215,true
9,3.5555556,0.69135803,4,2,77,313,134,390,525,true
1,2.0,0.0,2,2,35,8,94,43,138,false
1,2.0,0.0,2,2,8,9,76,17,95,false
2,2.0,0.0,2,2,60,37,90,97,189,true
1,4.0,0.0,4,4,6,14,84,20,105,true
1,1.0,0.0,1,1,103,48,92,151,245,false
10,3.2,0.9599999,4,1,7,40,83,47,132,true
3,2.3333333,1.5555557,4,1,103,57,86,160,247,true
1,2.0,0.0,2,2,59,49,82,108,192,true
2,4.0,0.0,4,4,147,162,540,309,851,false
1,2.0,0.0,2,2,9,11,133,20,155,false
1,2.0,0.0,2,2,177,300,248,477,727,false
2,2.0,1.0,3,1,23,21,89,44,135,false
1,4.0,0.0,4,4,5,12,79,17,98,true
2,2.0,0.0,2,2,581,38,99,619,720,true
14,3.857143,0.12244899,4,3,10,64,101,74,176,true
2,1.5,0.25,2,1,19,8,70,27,98,true
1,1.0,0.0,1,1,23,7,27324742,30,27324774,false
3,3.6666667,0.22222221,4,3,222,310,375,532,913,false
3,3.0,0.6666667,4,2,676,760,429,1436,1869,false
2,2.5,0.25,3,2,154,116,508,270,782,false
1,1.0,0.0,1,1,91,19,484,110,598,false
3,3.0,0.6666667,4,2,85,215,239,300,542,false
1,1.0,0.0,1,1,14,18,123,32,158,true
1,4.0,0.0,4,4,77,236,142,313,457,true
1,1.0,0.0,1,1,49,33,189,82,274,false
3,2.0,0.6666667,3,1,22,33,143,55,200,true
1,2.0,0.0,2,2,1281,2297,1460,3578,5041,true
1,3.0,0.0,3,3,71,295,156,366,525,true
1,1.0,0.0,1,1,280,48,183,328,513,false
1,2.0,0.0,2,2,21,24,189,45,237,false
2,2.0,0.0,2,2,12,18,174,30,206,true
1,1.0,0.0,1,1,644,414,920,1058,1980,false
7,3.2857144,0.20408164,4,3,115,317,249,432,684,true
33,3.969697,0.029384756,4,3,31,759,658,790,1451,true
1,2.0,0.0,2,2,1243,274,239,1517,1759,false
1,2.0,0.0,2,2,574,134,185,708,897,false
1,2.0,0.0,2,2,155,50,192,205,400,false
1,1.0,0.0,1,1,49,71,178,120,301,false
3,3.0,0.6666667,4,2,366,444,245,810,1057,true
1,3.0,0.0,3,3,1070,433,280,1503,1787,true
2,2.5,2.25,4,1,143,85,379,228,611,true
1,2.0,0.0,2,2,3848,658,303,4506,4812,false
1,1.0,0.0,1,1,146,76,266,222,492,false
1,2.0,0.0,2,2,18,19,172,37,212,false
13,2.9230769,1.147929,4,1,29,112,211,141,355,true
2,2.0,0.0,2,2,41,59,193,100,296,false
1,1.0,0.0,1,1,398,39,228,437,668,false
1,3.0,0.0,3,3,123,154,231,277,511,true
1,1.0,0.0,1,1,242,140,198,382,583,true
1,2.0,0.0,2,2,4038,1543,664,5581,6248,false
1,2.0,0.0,2,2,1780,1784,348,3564,3916,false
1,1.0,0.0,1,1,119,46,155,165,324,true
1,2.0,0.0,2,2,1198,202,273,1400,1674,false
2,1.5,0.25,2,1,236,62,12057360,298,12057661,false
1,2.0,0.0,2,2,718,1597,170,2315,2489,true
1,2.0,0.0,2,2,90,50,117,140,259,true
1,2.0,0.0,2,2,8,9,120,17,138,false
2,2.0,0.0,2,2,59,45,87,104,193,true
6,2.8333333,1.138889,4,1,17,36,3150761,53,3150816,true
3,1.6666666,0.22222221,2,1,873,158,139,1031,1174,false
1,2.0,0.0,2,2,37,22,60,59,121,false
1,1.0,0.0,1,1,108,15,56,123,181,false
1,1.0,0.0,1,1,145,20,83,165,249,true
10,3.9,0.09000001,4,3,81,168,170,249,420,false
1,2.0,0.0,2,2,88,33,69,121,191,false
3,2.6666667,0.22222221,3,2,206,211,86,417,504,true
1,2.0,0.0,2,2,25,22,305,47,354,false
6,2.6666667,1.2222223,4,1,15,27,69,42,112,false
1,3.0,0.0,3,3,597,201,94,798,895,false
2,1.5,0.25,2,1,123,18,76,141,219,true
1,2.0,0.0,2,2,32,27,60,59,121,true
1,3.0,0.0,3,3,198,35,108,233,342,true
1,2.0,0.0,2,2,84,53,99,137,239,true
4,3.25,0.1875,4,3,21,62,125,83,210,false
3,2.0,0.6666667,3,1,13,14,277,27,306,true
2,2.0,0.0,2,2,349,412,136,761,900,false
1,2.0,0.0,2,2,93,78,175,171,348,false
9,3.7777777,0.39506164,4,2,32,71,86,103,191,false
3,4.0,0.0,4,4,36,54,89,90,180,true
1,2.0,0.0,2,2,22,11,71,33,106,false
3,4.0,0.0,4,4,13,26,64,39,105,true
11,3.6363637,0.5950412,4,2,391,1392,340,1783,2124,false
1,4.0,0.0,4,4,28,166,105,194,302,true
2,2.0,0.0,2,2,212,135,139,347,489,true
7,2.7142856,1.0612243,4,1,80,128,93,208,302,true
1,4.0,0.0,4,4,27,98,114,125,241,true
1,4.0,0.0,4,4,23,74,70,97,169,true
1,1.0,0.0,1,1,19,34,83,53,138,true
1,2.0,0.0,2,2,375,88,95,463,560,false
2,1.0,0.0,1,1,76,31,77,107,186,true
4,3.25,0.6875,4,2,11,31,77,42,121,false
1,4.0,0.0,4,4,481,103,147,584,733,false
1,3.0,0.0,3,3,6,28,82,34,119,true
1,1.0,0.0,1,1,4,6,64,10,75,true
1,2.0,0.0,2,2,7,7,63,14,79,false
1,4.0,0.0,4,4,189,122,249,311,561,true
1,1.0,0.0,1,1,128,19,81,147,230,true
1,2.0,0.0,2,2,138,16,139,154,295,false
1,4.0,0.0,4,4,7,30,84,37,123,true
1,4.0,0.0,4,4,128,22,79,150,230,true
6,3.3333333,0.5555555,4,2,51,168,104,219,324,false
3,2.3333333,0.88888884,3,1,40,53,89,93,184,false
37,3.5405405,0.518627,4,1,171,2108,3345535,2279,3347816,true
2,2.0,0.0,2,2,240,109,160,349,513,false
27,3.7037036,0.5048011,4,1,107,479,218,586,806,true
2,2.5,2.25,4,1,72,34,131,106,240,false
1,3.0,0.0,3,3,31,24,62,55,119,true
1,2.0,0.0,2,2,216,50,78,266,345,true
1,2.0,0.0,2,2,82,23,66,105,173,false
1,1.0,0.0,1,1,56,20,96,76,173,false
4,3.25,0.6875,4,2,33,76,92,109,202,true
1,1.0,0.0,1,1,54,22,58,76,136,false
3,3.0,0.6666667,4,2,423,742,183,1165,1350,true
31,3.967742,0.031217482,4,3,39,146,134,185,322,true
1,2.0,0.0,2,2,25,7,58,32,91,false
1,2.0,0.0,2,2,327,62,101,389,492,false
2,2.0,0.0,2,2,38,21,114,59,175,false
1,4.0,0.0,4,4,24,46,70,70,142,true
3,2.3333333,0.88888884,3,1,1834,686,263,2520,2785,false
1,2.0,0.0,2,2,220,68,83,288,373,false
4,1.5,0.25,2,1,71,44,86,115,202,true
1,1.0,0.0,1,1,53,13,64,66,133,true
1,4.0,0.0,4,4,9,20,69,29,101,true
1,2.0,0.0,2,2,14,7,59,21,81,false
4,3.0,1.0,4,2,48,99,83,147,231,false
1,2.0,0.0,2,2,119,54,77,173,252,false
3,1.3333334,0.22222221,2,1,18,14,96,32,130,true
6,2.3333333,0.22222221,3,2,66,238,119,304,425,true
1,1.0,0.0,1,1,5,14,64,19,85,false
8,3.5,0.75,4,2,33,213,117,246,365,false
5,2.4,0.24000001,3,2,120,174,115,294,410,true
2,2.0,0.0,2,2,86,77,76,163,241,true
4,2.0,0.0,2,2,14,11,82,25,109,true
1,2.0,0.0,2,2,91,37,82,128,211,false
1,1.0,0.0,1,1,35,33,102,68,173,false
1,2.0,0.0,2,2,157,74,84,231,317,false
1,2.0,0.0,2,2,63,15,72,78,152,false
1,2.0,0.0,2,2,6,9,86,15,103,false
4,3.25,0.6875,4,2,120,218,108,338,448,true
18,3.7222223,0.31172836,4,2,282,132,128,414,543,false
1,1.0,0.0,1,1,413,47,97,460,558,false
1,4.0,0.0,4,4,145,231,105,376,483,false
1,2.0,0.0,2,2,9,11,74,20,96,false
2,1.5,0.25,2,1,49,62,82,111,194,true
3,1.3333334,0.22222221,2,1,22,12,79,34,115,true
1,1.0,0.0,1,1,167,49,3386877,216,3387094,true
1,1.0,0.0,1,1,392,45,548,437,992,false
1,4.0,0.0,4,4,70,108,446,178,627,false
1,2.0,0.0,2,2,40,28,225,68,297,false
1,1.0,0.0,1,1,140,425,267,565,835,false
1,2.0,0.0,2,2,66,31,149,97,250,false
3,3.3333333,0.88888884,4,2,292,558,240,850,1093,false
1,2.0,0.0,2,2,236,61,177,297,477,true
5,2.8,1.3599999,4,1,59,111,165,170,338,true
3,1.6666666,0.22222221,2,1,36,35,156,71,230,true
2,2.0,0.0,2,2,190,164,176,354,533,true
1,2.0,0.0,2,2,508,174,381,682,1068,false
1,2.0,0.0,2,2,77,34,303,111,418,false
2,2.0,0.0,2,2,449,291,291,740,1033,false
1,1.0,0.0,1,1,382,112,164,494,662,false
2,4.0,0.0,4,4,167,213,278,380,661,true
1,2.0,0.0,2,2,207,70,185,277,464,false
1,2.0,0.0,2,2,96,56,196,152,352,false
1,1.0,0.0,1,1,13,14,148,27,178,false
1,2.0,0.0,2,2,66,172,159,238,400,true
1,2.0,0.0,2,2,70,38,146,108,257,false
1,2.0,0.0,2,2,31,26,141,57,200,false
1,3.0,0.0,3,3,13,26,147,39,188,false
2,3.5,0.25,4,3,838,1389,327,2227,2556,false
3,1.6666666,0.22222221,2,1,3315,2531,497,5846,6346,true
1,1.0,0.0,1,1,583,154,326,737,1068,true
1,4.0,0.0,4,4,76,70,285,146,435,true
1,2.0,0.0,2,2,48,60,177,108,288,false
4,3.75,0.1875,4,3,39,78,396,117,516,false
1,2.0,0.0,2,2,169,72,182,241,426,true
1,2.0,0.0,2,2,18,18,195,36,234,false
3,3.0,0.6666667,4,2,517,221,251,738,991,true
1,2.0,0.0,2,2,151,105,200,256,459,false
1,4.0,0.0,4,4,15,43,163,58,224,true
1,4.0,0.0,4,4,24523,7266,789,31789,32581,false
2,2.0,0.0,2,2,60,215,145,275,423,true
1,1.0,0.0,1,1,76,14,94,90,187,true
1,1.0,0.0,1,1,49,19,76,68,146,false
1,3.0,0.0,3,3,1701,437,194,2138,2334,true
4,3.75,0.1875,4,3,175,125,40570759,300,40571061,false
1,2.0,0.0,2,2,1438,1503,680,2941,3625,false
3,1.6666666,0.22222221,2,1,407,35,2559994,442,2560439,true
1,2.0,0.0,2,2,47,29,85,76,166,true
1,3.0,0.0,3,3,93,56,80,149,230,true
1,4.0,0.0,4,4,242,374,204,616,821,false
3,2.3333333,1.5555557,4,1,98,71,79,169,251,true
1,3.0,0.0,3,3,7,14,67,21,89,true
1,4.0,0.0,4,4,5,20,55,25,82,true
1,1.0,0.0,1,1,128,22,73,150,225,false
1,4.0,0.0,4,4,50,117,81,167,250,true
